biocomp_id,molregno,component_id
2296,2336038,21419
2297,2336038,21420
1978,2336048,21403
1675,2336048,22296
3244,2336053,21488
3248,2336055,21392
1676,2336055,21393
2298,2336055,21394
3555,2336056,21367
1979,2336056,21368
1386,2336057,21401
1673,2336057,21402
1767,2336059,21430
3637,2336059,22486
2294,2336061,21774
1387,2336061,21775
3245,2336061,22334
1674,2336062,21333
1388,2336062,21334
3247,2336062,22489
3246,2336062,22490
2941,2336063,21599
2617,2336063,21600
1980,2336063,22666
3249,2336063,22667
2299,2336064,21772
2942,2336064,21773
1976,2336066,21388
3553,2336066,21389
2300,2336068,21406
1389,2336068,21407
1981,2336069,21657
2301,2336069,21692
2618,2336076,21324
1390,2336088,21880
2943,2336088,22174
1982,2336094,21335
1391,2336094,21336
2945,2336095,21292
3253,2336095,21293
2621,2336095,21764
2303,2336095,21765
2944,2336101,21725
2619,2336101,21726
3556,2336101,22295
1983,2336102,21687
3250,2336102,21726
2620,2336102,22453
2302,2336103,21649
1392,2336103,21726
3557,2336103,22396
1773,2336146,21492
1898,2336147,21371
3161,2336147,22765
1882,2336149,22306
3436,2336149,22335
3331,2336150,21414
3330,2336150,22370
3437,2336154,21325
2502,2336154,21326
2383,2336155,21382
3317,2336155,21383
3146,2336156,21959
3632,2336159,21390
1471,2336159,21391
3149,2336162,21408
3438,2336162,22331
1573,2336163,22362
2073,2336164,22363
3463,2336166,21384
2845,2336166,21385
1899,2336168,21427
2072,2336169,21428
3333,2336169,21823
3332,2336169,22497
2186,2336173,21397
2831,2336173,22263
2399,2336174,21398
3648,2336174,22264
2524,2336175,21338
3464,2336175,22559
3465,2336176,21361
3466,2336176,21362
2074,2336179,21327
2400,2336179,21328
1589,2336180,21327
1900,2336180,21328
2199,2336181,21375
2200,2336181,21376
3162,2336183,21404
1901,2336183,21405
3467,2336184,21423
2201,2336184,21424
1937,2464645,20527
1936,2464645,21450
1341,2464661,21825
3197,2464661,21957
1303,2464737,21635
1302,2464737,21636
1571,2464741,21719
1572,2464741,21720
1479,2464744,21778
2525,2464745,21778
3468,2464747,21631
2526,2464747,21632
2351,2464748,21727
2349,2464749,21679
3439,2464751,21617
2846,2464753,21637
2707,2464754,21678
2709,2464755,21678
1574,2464757,21436
2503,2464757,21491
3292,2464758,21438
3293,2464758,21527
3432,2464760,21431
2847,2464761,21633
3163,2464761,22527
3469,2464762,21634
1902,2464765,21638
3470,2464765,22599
3635,2464766,21639
2071,2464766,22600
3323,2464768,21640
1763,2464768,21674
1764,2464768,21675
2708,2464768,21676
1476,2464768,21677
3636,2464768,22224
3034,2464768,22768
2832,2464770,21722
1883,2464770,21723
3471,2464772,21821
2848,2464772,21822
3324,2464775,21779
1477,2464775,21780
3164,2464778,21432
3165,2464778,21433
2527,2464788,21836
2528,2464788,21837
1282,2464816,21593
2183,2464816,21594
1765,2464818,21648
3433,2464819,21591
2184,2464819,21592
3325,2464820,22561
3326,2464822,21645
1478,2464822,21647
2185,2464823,21646
1880,2464823,21647
2850,2464887,21832
2849,2464887,22125
3472,2464891,22278
2202,2464891,22279
1304,2464893,21522
2851,2464895,21650
3473,2464895,21651
1903,2464897,21506
2852,2464907,21889
1590,2464907,21890
2853,2464907,21891
2529,2464921,22699
3447,2464928,22040
3448,2464928,22332
1889,2464934,21939
2510,2464934,21940
2192,2464934,22365
1581,2464934,22366
2511,2464936,21457
2836,2464936,21940
3153,2464936,22158
2512,2464936,22365
2837,2464938,21996
2854,2464942,21690
2530,2464942,22498
1890,2464945,22179
1582,2464945,22737
1891,2464949,22179
1583,2464949,22737
2531,2464952,21834
2855,2464968,22284
2203,2464968,22285
2204,2464970,21656
3449,2464989,21884
2513,2464989,21885
3474,2464990,22443
3166,2464990,22444
2838,2464995,21941
3450,2464995,22765
3475,2464998,22301
2856,2464998,22302
1591,2465000,21454
2857,2465000,21487
1904,2465004,22046
3476,2465004,22047
1905,2465006,21932
2205,2465006,21933
3154,2465007,22101
2193,2465007,22102
1305,2465012,22702
1906,2465012,22703
1892,2465021,21874
2514,2465025,21973
3451,2465025,21974
2858,2465026,22081
2207,2465026,22082
2206,2465026,22735
1592,2465028,22763
3167,2465028,22764
1593,2465028,22765
2194,2465033,22315
3155,2465033,22316
1296,2465033,22317
3156,2465033,22318
2532,2465038,21732
3452,2465039,21581
1893,2465039,21582
1594,2465042,22259
2208,2465042,22260
1584,2465043,21533
3453,2465043,21534
1297,2465045,21611
2195,2465045,22333
1306,2465048,21989
1907,2465048,22495
2533,2465048,22496
1473,2486499,22041
2386,2486499,22078
2666,2486505,22038
2026,2486505,22039
1722,2486508,21828
3289,2486508,21864
2985,2486509,21929
3290,2486509,21930
2669,2486510,21875
1474,2486511,22035
2070,2486511,22036
1760,2486514,21984
3321,2486515,22032
3602,2486516,22083
2986,2486516,22084
2348,2486516,22529
2987,2486517,21866
2667,2486517,22485
1723,2486518,21869
2670,2486518,21870
2705,2486521,21926
1475,2486521,22637
3603,2486522,21975
3291,2486522,22732
3634,2486523,21982
3322,2486523,22228
2706,2486524,22037
1761,2486524,22325
3294,2486525,22079
1724,2486525,22080
1762,2486528,21928
1884,2486635,21703
2504,2486636,21580
2505,2486639,21583
1285,2486639,21584
1576,2486640,21525
2187,2486640,21526
1286,2486640,21587
1575,2486640,21588
1885,2486640,21589
3440,2486640,21590
1287,2486642,21461
2833,2486642,21462
2188,2486643,21602
1288,2486643,21603
1289,2486652,21784
1577,2486652,22556
1290,2486653,21992
2834,2486653,21993
2507,2486653,22597
2506,2486653,22598
2189,2486655,22052
2508,2486655,22053
2190,2486662,22011
2191,2486662,22054
3150,2486671,21467
2509,2486671,21468
1886,2486673,21983
1578,2486679,21542
1291,2486679,21543
1292,2486680,21544
3151,2486683,21736
3441,2486683,21737
3442,2486685,22461
2835,2486685,22462
1293,2486685,22463
1887,2486686,22002
3152,2486693,22341
3443,2486693,22342
1294,2486695,22481
3444,2486695,22501
3445,2486698,21981
1888,2486698,22227
1579,2486699,22128
1580,2486699,22129
3446,2486701,21931
1295,2486701,21972
1298,2486718,21608
2196,2486718,21964
3157,2486718,22330
3158,2486718,22335
3454,2486720,21882
1894,2486720,21883
1585,2486729,22167
3159,2486729,22168
2839,2486730,21919
3455,2486730,22662
1299,2486737,21927
2840,2486737,22638
2515,2486738,21609
3456,2486741,22471
3457,2486741,22472
2516,2486742,21455
1586,2486742,21881
3458,2486748,21922
1587,2486748,21923
2197,2486750,21655
2841,2486750,22404
2517,2486752,22449
2518,2486752,22450
2842,2486755,22572
2519,2486762,22033
3459,2486762,22034
2520,2486772,22416
2521,2486772,22417
2522,2486774,21585
1895,2486774,21586
3460,2486779,21695
2843,2486779,21696
1896,2486780,22130
3461,2486780,22131
2844,2486786,22037
1588,2486786,22325
2387,2486787,21976
1766,2486787,22733
2668,2537420,22482
2350,2537436,22352
1437,2537438,21459
2024,2537438,21460
2664,2537444,21531
1438,2537444,21532
2025,2537449,22297
3285,2537449,22298
2345,2537451,21878
2983,2537451,21879
1439,2537456,21498
1718,2537456,21499
1719,2537459,22175
3286,2537461,22123
3287,2537461,22124
1720,2537463,21835
2665,2537463,22171
2346,2537466,22050
1440,2537466,22051
2347,2537471,21500
1721,2537471,21530
2984,2537472,21612
3288,2537472,21613
3295,2537509,21829
2352,2537511,21876
1441,2537511,22173
2409,2537512,21877
2410,2537512,22173
2990,2537515,22169
1785,2537516,22179
3055,2537516,22737
1442,2537518,22503
2412,2537519,21747
3339,2537519,22120
2411,2537519,22121
3056,2537519,22122
3315,2537520,21839
2694,2537520,22705
2695,2537520,22706
1800,2739538,21745
3068,2739538,21746
2426,2739538,22422
1801,2739539,21748
3353,2739539,21749
3354,2739540,21750
2738,2739540,21751
3621,2739541,21752
2053,2739541,21753
1511,2739542,21789
1802,2739542,21790
2739,2739543,21793
2740,2739543,21794
1803,2739544,21795
3355,2739544,21796
3026,2739546,21797
3666,2739548,21799
2427,2739548,22691
3356,2739552,21843
2097,2739552,21844
1749,2739553,21845
1462,2739553,21846
1798,2739554,21847
2098,2739555,22218
3667,2739555,22219
1512,2739556,21886
1804,2739556,21888
3357,2739557,21892
3358,2739557,21893
1805,2739558,22251
2099,2739558,22252
3069,2739559,21943
3359,2739559,21944
1806,2739560,21946
2741,2739560,21947
1807,2739560,21948
2100,2739562,21949
1808,2739562,21950
3313,2739564,21951
1463,2739564,22252
2735,2739565,21951
1509,2739565,22252
1513,2739566,21994
2101,2739566,22385
1809,2739570,22000
3070,2739571,22001
3071,2739572,22003
1514,2739572,22004
3663,2739573,22005
2742,2739574,22008
2743,2739574,22009
3360,2739575,22010
3668,2739580,22661
3669,2739580,22662
2102,2739581,22057
2744,2739582,22058
3622,2739583,22061
2373,2739584,22062
2054,2739585,22367
1750,2739585,22368
3072,2739586,22306
2103,2739586,22335
1810,2739587,22096
2736,2739588,22099
3664,2739588,22100
3665,2739590,22103
2425,2739590,22499
1799,2739592,22136
2737,2739593,22137
3604,2739697,21495
2353,2739697,21496
3296,2739709,22135
2991,2739709,22178
3297,2739713,21466
2027,2739716,21502
1726,2739716,21503
1727,2739718,21604
3298,2739718,21605
2354,2739723,21652
2671,2739725,22371
3605,2739725,22372
3299,2739728,22340
2672,2739729,21741
3300,2739729,22532
2028,2739730,22648
2992,2739730,22649
2673,2739731,22185
2993,2739731,22186
2994,2739732,22476
2029,2739732,22477
1728,2739735,21458
1443,2739736,22526
2995,2739737,22609
1729,2739738,22664
3606,2739739,22726
2674,2739739,22727
2355,2739741,21505
2030,2739742,22695
1730,2739743,22181
2996,2739743,22182
1444,2739744,22049
2356,2739744,22636
2357,2739746,22307
2997,2739746,22308
2031,2739747,22467
2675,2739747,22502
2358,2739749,21735
1731,2739749,22522
2998,2739750,21469
1445,2739750,21470
2359,2739752,21463
1446,2739752,21494
1447,2739754,22623
3607,2739754,22624
3301,2739755,22238
2999,2739755,22239
2032,2739756,21997
3302,2739757,22097
3303,2739757,22098
3000,2739760,22646
3001,2739760,22647
3608,2739761,22612
1448,2739761,22613
1732,2739762,21887
3002,2739762,21888
3003,2739767,22348
3304,2739772,22717
2360,2739772,22718
3004,2739773,22608
3305,2739775,22483
3005,2739777,22288
1733,2739777,22289
2361,2739780,21693
3306,2739780,22447
2676,2739781,21653
2362,2739781,22402
3609,2739784,22606
3610,2739784,22607
3006,2739789,22180
2033,2739790,22055
3307,2739790,22056
1734,2739790,22675
3007,2739790,22676
2034,2739791,22006
1449,2739791,22007
2035,2739793,21701
1450,2739793,22494
2363,2739793,22741
1735,2739793,22742
2677,2739794,21848
1736,2739794,21849
3008,2739795,21537
2036,2739795,21538
2037,2739797,22257
1451,2739797,22258
2678,2739798,21702
2038,2739801,22338
2039,2739801,22339
2040,2739802,21798
2364,2739804,22414
2041,2739804,22734
2679,2739804,22735
2365,2739805,22344
1452,2739805,22345
1737,2739807,22183
3009,2739807,22184
2042,2739808,22094
2680,2739808,22095
2366,2739808,22441
2681,2739808,22442
1738,2739809,21786
3010,2739809,21787
1453,2739809,21788
3611,2739809,22593
1739,2739809,22594
1454,2739809,22595
3011,2739810,22465
1455,2739810,22466
3612,2739813,22677
1740,2739813,22678
3613,2739815,21942
1456,2739815,22486
1457,2739816,21995
3308,2739817,22535
1741,2739819,21998
2367,2739819,21999
2722,2739858,21529
2087,2739858,21691
1500,2739858,21730
2413,2739858,21731
3656,2739859,21945
1786,2739859,22092
3340,2739859,22093
2723,2739859,22127
1787,2739860,22181
1501,2739860,22182
3341,2739863,21502
3057,2739863,21503
1464,2739866,22044
3623,2739866,22045
2414,2739867,22044
2088,2739867,22045
2055,2739874,22090
3342,2739877,21528
2724,2739877,21535
2725,2739877,21536
3058,2739878,22185
2089,2739878,22186
2415,2739879,21734
3059,2739879,22521
2416,2739881,21610
1788,2739882,22601
1502,2739882,22626
3060,2739882,22627
3343,2739883,21539
2090,2739883,21541
3624,2739884,21497
1465,2739884,21523
3625,2739884,21524
2091,2739886,21738
1789,2739886,22523
2374,2739887,22042
3314,2739887,22628
3061,2739888,22043
2726,2739888,22629
2375,2739889,21601
3657,2739891,21657
1790,2739891,21692
1503,2739893,21654
1791,2739893,22403
2092,2739894,21694
3344,2739894,22448
2688,2739895,21699
2376,2739895,21700
1793,2739896,21739
1792,2739896,22530
2727,2739897,21740
3062,2739897,22531
1794,2739899,22231
2417,2739899,22232
3063,2739900,21606
3345,2739900,22328
1504,2739901,21607
3346,2739901,22329
2418,2739903,21732
3347,2739906,21504
3658,2739907,22533
1466,2739908,22265
2690,2739908,22266
2059,2739908,22267
2058,2739908,22268
1467,2739908,22269
2056,2739908,22270
3628,2739908,22271
3627,2739908,22272
2689,2739908,22273
1751,2739908,22274
2057,2739908,22275
3626,2739908,22276
3064,2739909,22048
2728,2739909,22635
2691,2739911,21781
3629,2739911,21782
2377,2739911,22734
2692,2739912,21783
2093,2739914,21785
3027,2739915,21545
2693,2739915,21546
3028,2739916,21547
2729,2739918,21698
2419,2739920,21471
2094,2739920,22229
2060,2739921,22132
3255,2831993,21567
3214,2831999,20525
3213,2831999,21668
3418,2832008,20538
2483,2832008,20539
2061,2832202,21452
1752,2832202,21453
3348,2832263,22665
2043,2832265,22492
2682,2832265,22493
1505,2832266,22668
2730,2832266,22669
2420,2832267,21490
1795,2832267,22335
1796,2832268,22367
3349,2832268,22368
3013,2832272,22399
2368,2832272,22400
3659,2832274,22670
2095,2832274,22698
3660,2832275,22451
2731,2832275,22452
2421,2832277,22535
1506,2832278,22524
3065,2832278,22525
3014,2832279,22591
3015,2832279,22592
3350,2832281,22596
3016,2832283,22299
3066,2832284,22704
2422,2832285,22766
2732,2832286,22300
2683,2832291,22445
1742,2832291,22446
2733,2832293,22324
1797,2832293,22397
1507,2832294,22398
2423,2832295,22700
3661,2832296,22701
3351,2832297,22731
2424,2832298,22731
3662,2832299,22534
2104,2832302,22503
3670,2832303,22423
2105,2832303,22424
2745,2832307,22468
2746,2832307,22765
3361,2832309,22509
2428,2832310,22515
3362,2832310,22516
3074,2832311,22546
3073,2832311,22547
2106,2832312,22550
2107,2832312,22551
3363,2832314,22579
2108,2832314,22580
2747,2832314,22581
1515,2832314,22582
3075,2832316,22585
3671,2832316,22586
1811,2832317,22587
2429,2832317,22588
2109,2832318,22614
3672,2832318,22615
3673,2832319,22616
1812,2832319,22618
3076,2832320,22616
2110,2832320,22617
3364,2832320,22618
1516,2832321,22619
2430,2832321,22620
3674,2832321,22621
2111,2832321,22622
3365,2832322,22686
2748,2832322,22687
2431,2832323,22688
2432,2832324,22692
1813,2832324,22693
2433,2832328,22728
2112,2832328,22729
2749,2832328,22730
3676,2832331,22758
2434,2832331,22759
2435,2832331,22760
3675,2832331,22761
2436,2832332,22208
1814,2832332,22762
1815,2832335,22251
2113,2832335,22252
2750,2832336,22256
1816,2832336,22287
2114,2832337,22294
1517,2832337,22310
1817,2832339,22311
1818,2832339,22312
2437,2832340,22322
1819,2832341,22351
3677,2832342,22358
2751,2832342,22359
1518,2832343,22360
1820,2832345,22389
3366,2832347,22430
3077,2832349,22575
2752,2832349,22576
3078,2832350,22604
2753,2832352,22610
3678,2832352,22611
2438,2832353,22646
2115,2832353,22647
2439,2832356,22708
3079,2832356,22709
3368,2832357,22710
2754,2832357,22711
3367,2832357,22741
3080,2832357,22742
3081,2832363,22309
3082,2832363,22335
2755,2832368,22378
2116,2832368,22379
1821,2832369,22454
3083,2832370,22464
2756,2832373,22425
3084,2832373,22426
1822,2832375,22469
2757,2832375,22470
2758,2832376,22480
1823,2832378,22507
1824,2832378,22508
2759,2832380,22517
1519,2832380,22518
2440,2832381,22552
3369,2832384,22651
3679,2832384,22652
1520,2832385,22656
3370,2832386,22657
2441,2832386,22658
1521,2832387,22685
3680,2832388,22690
2117,2832390,22719
2760,2832390,22720
2761,2832392,22721
2442,2832393,22722
3371,2832393,22723
3372,2832395,22216
3085,2832395,22217
2118,2832396,22249
1825,2832398,22250
2119,2832400,22313
1522,2832400,22314
3373,2832401,22353
2120,2832401,22354
2762,2832402,22355
2443,2832402,22356
2444,2832403,22357
1523,2832405,22386
2763,2832405,22756
2121,2832406,22390
3086,2832406,22391
2764,2832407,22436
1524,2832407,22437
2122,2832408,22436
2123,2832408,22437
3374,2832409,22438
1826,2832409,22439
3375,2832409,22580
3681,2832410,22440
1827,2832410,22536
1828,2832411,22569
1525,2832411,22570
2445,2832413,22573
3682,2832414,22602
1829,2832414,22603
3683,2832416,22639
3087,2832416,22640
3684,2832417,22639
1526,2832417,22640
1527,2832418,22641
2765,2832419,22642
1528,2832419,22643
1529,2832420,22712
2766,2832421,22738
2124,2832421,22739
2446,2832422,22740
3089,2832422,22741
3088,2832422,22742
2767,2832422,22743
1530,2832423,22744
3090,2832423,22745
1531,2832425,22234
3685,2832425,22235
3686,2832426,22236
3376,2832426,22237
3688,2832427,22241
1830,2832427,22242
3687,2832427,22244
3377,2832429,22280
2447,2832429,22281
3689,2832430,22283
2768,2832432,22304
2448,2832432,22305
3091,2832433,22309
3378,2832433,22335
3379,2832435,22343
3380,2832436,22382
3381,2832436,22383
3690,2832437,22406
2769,2832437,22407
2770,2832439,22414
1831,2832439,22415
2771,2832439,22734
1532,2832440,22418
2772,2832441,22505
2125,2832441,22506
2126,2832442,22429
3382,2832443,22548
2127,2832443,22549
1533,2832444,22696
1832,2832445,22293
3383,2832446,22713
3092,2832447,22748
1833,2832448,22233
1534,2832449,22282
2449,2832450,22245
2773,2832456,22346
2450,2832458,22419
3093,2832458,22420
3384,2832459,22427
3385,2832459,22428
2774,2832461,22473
3387,2832461,22474
3386,2832461,22475
3388,2832462,22510
2451,2832462,22511
2452,2832463,22512
1834,2832463,22513
2128,2832465,22519
3389,2832465,22543
3390,2832466,22544
3691,2832466,22545
1535,2832468,22553
2129,2832468,22554
1835,2832469,22577
1536,2832470,22578
2130,2832472,22583
1836,2832472,22584
1537,2832475,22625
3391,2832475,22650
2453,2832477,22659
1837,2832477,22660
1538,2832478,22663
3692,2832479,22694
3392,2832481,22724
2454,2832481,22725
1539,2832482,22753
1540,2832482,22754
3693,2832482,22755
2775,2832485,22209
2131,2832485,22210
2776,2832486,22211
1541,2832488,22212
2455,2832488,22213
3094,2832490,22220
3095,2832490,22221
1838,2832492,22253
2456,2832492,22486
2132,2832493,22254
1839,2832493,22255
2457,2832494,22291
3694,2832494,22292
3096,2832497,22319
3097,2832498,22320
3393,2832498,22321
2777,2832499,22323
2778,2832500,22349
2133,2832500,22350
1840,2832501,22361
2779,2832503,22392
2134,2832503,22393
2135,2832505,22537
1542,2832505,22538
2136,2832506,22539
3394,2832507,22540
3695,2832508,22541
3696,2832509,22562
1841,2832509,22563
3395,2832510,22562
3396,2832510,22563
2780,2832511,22564
2781,2832512,22565
3099,2832513,22566
3098,2832513,22567
3397,2832513,22568
1842,2832514,22571
3100,2832516,22605
3398,2832518,22644
2458,2832518,22645
1843,2832519,22671
2782,2832519,22672
3697,2832522,22679
2137,2832522,22680
1844,2832522,22681
2459,2832523,22682
3101,2832523,22683
3698,2832525,22714
2783,2832525,22715
2460,2832526,22746
2138,2832526,22747
3699,2832527,22749
3399,2832527,22750
3400,2832528,22769
3700,2832529,22770
3102,2832529,22771
2139,2832530,22770
1543,2832530,22771
3401,2832531,22772
2784,2832531,22773
2461,2832531,22774
1544,2832533,22777
2462,2832533,22778
3402,2832534,22240
2140,2832535,22277
2785,2832537,22306
2786,2832537,22335
3403,2832538,22336
2463,2832538,22337
2141,2832541,22347
3103,2832541,22373
1545,2832542,22374
2464,2832542,22375
2465,2832543,22408
3104,2832544,22409
3404,2832545,22410
3701,2832545,22411
2787,2832546,22413
2788,2832547,22455
1546,2832547,22456
2142,2832548,22457
3405,2832549,22458
2143,2832550,22459
2466,2832550,22460
3406,2832551,22459
2467,2832551,22460
2144,2832552,22459
3407,2832552,22460
1547,2832556,22504
3017,2832628,22412
3616,2832633,22653
2369,2832633,22654
3615,2832633,22655
1458,2832638,22214
3018,2832638,22215
3617,2832644,22387
2044,2832644,22388
2045,2832648,22574
2684,2832652,22286
3019,2832652,22303
2370,2832652,22315
3618,2832652,22318
1743,2832653,22384
1744,2832653,22405
2046,2832657,22290
2047,2832657,22372
1459,2832658,22756
2048,2832658,22757
3020,2832659,22421
1745,2832660,22246
3021,2832661,22751
1460,2832661,22752
3310,2832662,22775
2685,2832662,22776
1746,2832671,22376
2371,2832671,22377
2049,2832673,22394
3619,2832673,22395
1747,2832674,22431
3311,2832674,22432
3022,2832679,22435
3620,2832681,22309
2050,2832681,22335
2372,2832689,22684
3023,2832689,22707
3312,2832690,22243
1748,2832690,22244
2686,2832691,22697
3024,2832691,22716
1461,2832693,22478
2687,2832693,22479
2052,2832694,22247
2051,2832694,22248
3025,2832695,22689
2734,2832715,21853
1508,2832715,22162
1754,2832777,21566
2063,2832777,21853
2697,2832777,22162
2064,2832777,22194
