cpd_str_alert_id,molregno,alert_id
75846601,1736,123
75945370,1736,127
78188382,1736,1047
77246043,1737,1030
77615865,1737,1040
78283449,1737,1052
75157114,1738,66
74874619,1740,63
76144628,1740,130
77246044,1740,1030
77615866,1740,1040
77615867,1742,1040
78876999,1742,1079
75846602,1743,123
75945371,1743,127
78188383,1743,1047
74874620,1744,63
77246045,1744,1030
77615868,1744,1040
75247591,1745,81
74698309,1746,32
74874621,1746,63
75607851,1746,110
77562182,1746,1039
77615869,1746,1040
78054279,1746,1041
77615870,1747,1040
78877000,1747,1079
77615871,1748,1040
78877001,1748,1079
77615872,1749,1040
77027682,1750,1029
75607852,1751,110
77246046,1751,1030
77615873,1751,1040
75157115,1752,66
77246047,1752,1030
77615874,1752,1040
77246048,1753,1030
77615875,1753,1040
74874622,1754,63
77246049,1754,1030
77615876,1754,1040
75157116,1757,66
77246050,1757,1030
77615877,1757,1040
77027683,1758,1029
77246051,1760,1030
77615878,1760,1040
75607853,1763,110
77246052,1764,1030
77615879,1764,1040
78283450,1764,1052
77246053,1765,1030
77615880,1765,1040
77246054,1766,1030
77615881,1766,1040
77246055,1768,1030
77615882,1768,1040
75846603,1769,123
75945372,1769,127
78188384,1769,1047
75846604,1770,123
75945373,1770,127
77027684,1770,1029
78188385,1770,1047
77027685,1771,1029
77027686,1772,1029
77246056,1773,1030
77615883,1773,1040
77246057,1774,1030
77615884,1774,1040
76430377,1775,160
77246058,1775,1030
77615885,1775,1040
77246059,1776,1030
77615886,1776,1040
74874623,1778,63
77246060,1778,1030
77615887,1778,1040
77027687,1779,1029
74874624,1780,63
76144629,1780,130
77246061,1780,1030
77615888,1780,1040
77246062,1781,1030
77615889,1781,1040
75157117,1782,66
77246063,1782,1030
77615890,1782,1040
77246064,1783,1030
77615891,1783,1040
77615892,1785,1040
77246065,1786,1030
77615893,1786,1040
74874625,1787,63
77246066,1787,1030
77615894,1787,1040
74874626,1789,63
77246067,1789,1030
77615895,1789,1040
77246068,1791,1030
77615896,1791,1040
77615897,1794,1040
78877002,1794,1079
76430378,1796,160
77615898,1796,1040
78417791,1796,1064
76314813,1797,143
78160453,1797,1043
76314814,1798,143
78160454,1798,1043
77027688,1799,1029
75846605,1801,123
75945374,1801,127
78188386,1801,1047
75846606,1802,123
75945375,1802,127
78188387,1802,1047
76430379,1805,160
77615899,1805,1040
78417792,1805,1064
77027689,1806,1029
75846607,1808,123
75945376,1808,127
78188388,1808,1047
75846608,1809,123
75945377,1809,127
78188389,1809,1047
74874627,1813,63
75945378,1813,127
78054280,1813,1041
75846609,1814,123
75945379,1814,127
76227704,1814,135
78188390,1814,1047
78970237,1814,1088
75846610,1815,123
75945380,1815,127
76227705,1815,135
78188391,1815,1047
78970238,1815,1088
76332680,1816,146
76927838,1816,1015
74874628,1818,63
76144630,1818,130
77246069,1818,1030
77615900,1818,1040
75846611,1820,123
75945381,1820,127
76144631,1820,130
77246070,1820,1030
78188392,1820,1047
75846612,1821,123
75945382,1821,127
76227706,1821,135
78188393,1821,1047
78970239,1821,1088
77246071,1823,1030
77615901,1823,1040
76332681,1824,146
76927839,1824,1015
74874629,1825,63
77246072,1825,1030
77615902,1825,1040
75846613,1826,123
75945383,1826,127
78188394,1826,1047
75846614,1827,123
75945384,1827,127
78188395,1827,1047
75208728,1828,75
76314815,1828,143
78160455,1828,1043
75846615,1829,123
75945385,1829,127
76244585,1829,136
76705392,1829,261
78188396,1829,1047
78969424,1829,1087
78981439,1829,1089
77246073,1831,1030
77615903,1831,1040
77246074,1832,1030
77615904,1832,1040
75846616,1833,123
75945386,1833,127
78188397,1833,1047
75846617,1834,123
75945387,1834,127
78188398,1834,1047
76314816,1836,143
78160456,1836,1043
75846618,1837,123
75945388,1837,127
77246075,1837,1030
77615905,1837,1040
78188399,1837,1047
75846619,1840,123
75945389,1840,127
76244586,1840,136
76705393,1840,261
78188400,1840,1047
78969425,1840,1087
78981440,1840,1089
77246076,1841,1030
77615906,1841,1040
77246077,1842,1030
77615907,1842,1040
74630948,1843,6
75186879,1843,72
76873005,1843,988
77246078,1843,1030
77615908,1843,1040
77246079,1844,1030
77615909,1844,1040
75846620,1845,123
75945390,1845,127
77246080,1845,1030
77615910,1845,1040
78188401,1845,1047
77615911,1849,1040
74684235,1850,18
75227449,1850,76
76877216,1850,1002
74630949,1851,6
75186880,1851,72
76873006,1851,988
77246081,1851,1030
75394113,1853,106
75945391,1853,127
75846621,1857,123
75945392,1857,127
78188402,1857,1047
76332682,1858,146
76927840,1858,1015
75157118,1859,66
75846622,1860,123
75945393,1860,127
78188403,1860,1047
77246082,1861,1030
77615912,1861,1040
77246083,1862,1030
77615913,1862,1040
77615914,1863,1040
78877003,1863,1079
75157119,1865,66
77246084,1865,1030
77615915,1865,1040
77246085,1866,1030
77615916,1866,1040
77615917,1867,1040
78877004,1867,1079
77615918,1868,1040
78877005,1868,1079
77615919,1869,1040
78877006,1869,1079
75846623,1870,123
75945394,1870,127
78188404,1870,1047
77246086,1871,1030
77615920,1873,1040
78877007,1873,1079
77615921,1874,1040
78877008,1874,1079
77246087,1876,1030
77615922,1876,1040
75157120,1877,66
77246088,1877,1030
77615923,1877,1040
75846624,1878,123
75945395,1878,127
78188405,1878,1047
77615924,1879,1040
78877009,1879,1079
75846625,1880,123
75945396,1880,127
78188406,1880,1047
75846626,1881,123
75945397,1881,127
78188407,1881,1047
77246089,1883,1030
77615925,1883,1040
75247592,1884,81
75247593,1885,81
77027690,1885,1029
75846627,1887,123
75945398,1887,127
78188408,1887,1047
74630950,1888,6
74874630,1888,63
75186881,1888,72
76873007,1888,988
77246090,1888,1030
77615926,1888,1040
74630951,1889,6
75186882,1889,72
76873008,1889,988
77246091,1889,1030
77246092,1890,1030
77615927,1890,1040
77246093,1891,1030
77615928,1891,1040
75607854,1892,110
77246094,1892,1030
77615929,1892,1040
75846628,1895,123
75945399,1895,127
77246095,1895,1030
77615930,1895,1040
78188409,1895,1047
76144632,1896,130
77027691,1896,1029
77246096,1896,1030
76144633,1897,130
77027692,1897,1029
77246097,1897,1030
77246098,1898,1030
77615931,1898,1040
74874631,1899,63
77246099,1899,1030
77615932,1899,1040
75846629,1900,123
75945400,1900,127
78188410,1900,1047
75846630,1901,123
75945401,1901,127
78188411,1901,1047
77246100,1903,1030
76144634,1904,130
77027693,1904,1029
77246101,1904,1030
75247594,1905,81
75247595,1906,81
76244587,1906,136
76314817,1907,143
78160457,1907,1043
76314818,1908,143
76834183,1908,349
78160458,1908,1043
77615933,1909,1040
78877010,1909,1079
75846631,1910,123
75945402,1910,127
78188412,1910,1047
75247596,1911,81
75247597,1912,81
76430380,1913,160
77615934,1913,1040
78417793,1913,1064
76430381,1914,160
77615935,1914,1040
78417794,1914,1064
75846632,1917,123
75945403,1917,127
78188413,1917,1047
75157121,1918,66
77027694,1919,1029
77246102,1920,1030
77246103,1921,1030
77615936,1921,1040
77246104,1922,1030
74859181,1924,62
77615937,1924,1040
78877011,1924,1079
75590331,1926,108
76886901,1926,1003
77246105,1928,1030
75247598,1929,81
77027695,1929,1029
77615938,1930,1040
78877012,1930,1079
75846633,1931,123
75945404,1931,127
78188414,1931,1047
77246106,1932,1030
77615939,1932,1040
75846634,1933,123
75945405,1933,127
78188415,1933,1047
75846635,1934,123
75945406,1934,127
78188416,1934,1047
75247599,1937,81
77027696,1937,1029
75707133,1938,113
76144635,1938,130
77027697,1938,1029
77246107,1938,1030
78711945,1938,1069
75846636,1939,123
75945407,1939,127
78188417,1939,1047
77027698,1941,1029
74874632,1942,63
77246108,1942,1030
77615940,1942,1040
77246109,1943,1030
77615941,1943,1040
77615942,1944,1040
78877013,1944,1079
77246110,1945,1030
77615943,1945,1040
76144636,1946,130
77027699,1946,1029
77246111,1946,1030
75247600,1947,81
75208729,1948,75
75208730,1949,75
74874633,1950,63
77246112,1950,1030
77615944,1950,1040
76837524,1951,350
77027700,1952,1029
76144637,1953,130
77027701,1953,1029
77246113,1953,1030
75247601,1954,81
75208731,1955,75
75208732,1956,75
77246114,1957,1030
75846637,1958,123
75945408,1958,127
78188418,1958,1047
75846638,1959,123
75945409,1959,127
77246115,1959,1030
78188419,1959,1047
74874634,1960,63
77246116,1960,1030
77615945,1960,1040
74874635,1961,63
77246117,1961,1030
77615946,1961,1040
74743403,1962,36
75394114,1962,106
75531824,1962,107
76397692,1962,156
76935446,1962,1016
77246118,1962,1030
76144638,1963,130
77027702,1963,1029
77246119,1963,1030
77246120,1964,1030
77615947,1966,1040
78877014,1966,1079
77246121,1967,1030
77615948,1967,1040
75846639,1968,123
75945410,1968,127
78188420,1968,1047
75846640,1969,123
75945411,1969,127
78188421,1969,1047
77027703,1970,1029
77246122,1971,1030
77246123,1974,1030
77246124,1975,1030
75157122,1977,66
75607855,1978,110
77246125,1978,1030
77615949,1978,1040
75846641,1979,123
75945412,1979,127
77246126,1979,1030
77615950,1979,1040
78188422,1979,1047
76144639,1981,130
77027704,1981,1029
77246127,1981,1030
78283451,1981,1052
77246128,1982,1030
76144640,1983,130
77027705,1983,1029
77246129,1983,1030
75208733,1984,75
77027706,1987,1029
77027707,1988,1029
75208734,1989,75
77246130,1990,1030
77615951,1991,1040
74743404,1992,36
75394115,1992,106
75531825,1992,107
75846642,1992,123
75945413,1992,127
76397693,1992,156
76935447,1992,1016
78188423,1992,1047
78273769,1992,1049
75208735,1994,75
75208736,1995,75
75846643,1997,123
75945414,1997,127
77246131,1997,1030
78188424,1997,1047
75846644,1998,123
75945415,1998,127
78188425,1998,1047
74874636,2000,63
77246132,2000,1030
77615952,2000,1040
77246133,2001,1030
77615953,2001,1040
77246134,2002,1030
75247602,2003,81
77027708,2003,1029
77615954,2005,1040
78877015,2005,1079
77246135,2006,1030
77615955,2006,1040
75846645,2007,123
75945416,2007,127
77027709,2007,1029
78188426,2007,1047
77246136,2009,1030
74611602,2011,1
74874637,2011,63
75136399,2011,64
75590332,2011,108
76749086,2011,305
76886902,2011,1003
77027710,2011,1029
78054281,2011,1041
78344409,2011,1059
74743405,2012,36
75394116,2012,106
75531826,2012,107
76397694,2012,156
76935448,2012,1016
77246137,2012,1030
77246138,2013,1030
75157123,2014,66
76314819,2015,143
78160459,2015,1043
74874638,2017,63
77246139,2017,1030
77615956,2017,1040
77027711,2018,1029
77246140,2019,1030
75247603,2020,81
77027712,2020,1029
75208737,2021,75
77246141,2022,1030
77615957,2025,1040
78877016,2025,1079
75846646,2026,123
75945417,2026,127
78188427,2026,1047
75846647,2027,123
75945418,2027,127
78188428,2027,1047
75208738,2028,75
75348193,2029,102
75247604,2030,81
75247605,2031,81
77027713,2031,1029
75208739,2034,75
75208740,2035,75
75846648,2036,123
75945419,2036,127
78188429,2036,1047
76144641,2037,130
77027714,2037,1029
77246142,2037,1030
76144642,2040,130
77027715,2040,1029
77246143,2040,1030
77246144,2041,1030
74743406,2042,36
76397695,2042,156
76935449,2042,1016
75707134,2047,113
76994471,2047,1028
77027716,2047,1029
78711946,2047,1069
78841684,2047,1072
75707135,2048,113
76994472,2048,1028
77027717,2048,1029
78711947,2048,1069
78841685,2048,1072
75707136,2049,113
76994473,2049,1028
77027718,2049,1029
78711948,2049,1069
78841686,2049,1072
75707137,2050,113
76994474,2050,1028
77027719,2050,1029
78711949,2050,1069
78841687,2050,1072
74874639,2051,63
75247606,2055,81
74743407,2056,36
75394117,2056,106
75531827,2056,107
75846649,2056,123
75945420,2056,127
76397696,2056,156
76935450,2056,1016
78188430,2056,1047
75283765,2057,93
77027720,2057,1029
75283766,2058,93
77027721,2058,1029
75283767,2059,93
77027722,2059,1029
75283768,2060,93
77027723,2060,1029
74874640,2064,63
76430382,2065,160
77615958,2065,1040
78417795,2065,1064
75707138,2066,113
76994475,2066,1028
77027724,2066,1029
78711950,2066,1069
78841688,2066,1072
75607856,2067,110
77246145,2067,1030
77615959,2067,1040
76144643,2068,130
77027725,2068,1029
77246146,2068,1030
75348194,2069,102
78283452,2069,1052
74743408,2070,36
75394118,2070,106
75531828,2070,107
75945421,2070,127
76254373,2070,137
76397697,2070,156
76935451,2070,1016
77615960,2070,1040
75208741,2072,75
77027726,2073,1029
76430383,2076,160
77027727,2077,1029
77027728,2078,1029
77027729,2081,1029
76144644,2083,130
77027730,2083,1029
77246147,2083,1030
76345554,2084,153
74795720,2085,48
75364705,2085,104
76803692,2085,345
76959190,2085,1018
76994476,2085,1028
77027731,2085,1029
78988944,2085,1091
79025451,2085,1098
75707139,2088,113
76254374,2088,137
77027732,2088,1029
77615961,2088,1040
78711951,2088,1069
77246148,2089,1030
77246149,2090,1030
77246150,2091,1030
74874641,2094,63
75157124,2095,66
78417796,2095,1064
74874642,2096,63
74874643,2097,63
76332683,2097,146
76927841,2097,1015
77615962,2097,1040
78054282,2097,1041
74874644,2098,63
76332684,2098,146
76927842,2098,1015
77615963,2098,1040
78054283,2098,1041
77246151,2099,1030
77246152,2100,1030
74743409,2101,36
75394119,2101,106
75531829,2101,107
75846650,2101,123
75945422,2101,127
76397698,2101,156
76935452,2101,1016
78188431,2101,1047
78273770,2101,1049
76144645,2102,130
77027733,2102,1029
77246153,2102,1030
75247607,2103,81
77027734,2103,1029
74874645,2104,63
77027735,2105,1029
76430384,2106,160
77615964,2106,1040
78417797,2106,1064
75186883,2107,72
75283769,2107,93
77027736,2107,1029
77246154,2107,1030
77246155,2108,1030
77246156,2109,1030
75247608,2110,81
77027737,2110,1029
76144646,2111,130
77027738,2111,1029
77246157,2111,1030
74874646,2112,63
74874647,2113,63
75157125,2114,66
76430385,2114,160
77615965,2114,1040
78417798,2114,1064
77246158,2116,1030
77246159,2117,1030
76144647,2118,130
77027739,2118,1029
77246160,2118,1030
77246161,2119,1030
77615966,2119,1040
77027740,2120,1029
75607857,2122,110
75707140,2126,113
76345555,2126,153
76762579,2126,309
76844410,2126,351
78711952,2126,1069
75247609,2127,81
77027741,2127,1029
75157126,2130,66
78417799,2130,1064
75157127,2131,66
78417800,2131,1064
75186884,2132,72
75607858,2132,110
76345556,2132,153
77537541,2132,1037
77615967,2132,1040
76621687,2133,240
76629488,2133,243
76994477,2133,1028
75945423,2135,127
76621688,2135,240
76994478,2135,1028
76621689,2136,240
76629489,2136,243
76994479,2136,1028
75283770,2137,93
77027742,2137,1029
74743410,2138,36
75394120,2138,106
75531830,2138,107
75846651,2138,123
75945424,2138,127
76397699,2138,156
76935453,2138,1016
78188432,2138,1047
75247610,2139,81
77027743,2139,1029
75846652,2140,123
75945425,2140,127
76345557,2140,153
77537542,2140,1037
78188433,2140,1047
76430386,2141,160
77615968,2141,1040
78417801,2141,1064
76227707,2142,135
77615969,2142,1040
78970240,2142,1088
74874648,2143,63
76332685,2143,146
76927843,2143,1015
77615970,2143,1040
78054284,2143,1041
76144648,2144,130
77246162,2144,1030
76144649,2146,130
77027744,2146,1029
77246163,2146,1030
75247611,2147,81
75247612,2155,81
77246164,2156,1030
74611603,2160,1
74874649,2160,63
75136400,2160,64
75590333,2160,108
76749087,2160,305
76886903,2160,1003
77027745,2160,1029
78054285,2160,1041
78344410,2160,1059
74874650,2161,63
77027746,2161,1029
75186885,2166,72
76345558,2166,153
77537543,2166,1037
77615971,2166,1040
75247613,2167,81
77027747,2167,1029
75247614,2168,81
77027748,2168,1029
76144650,2170,130
77027749,2170,1029
77246165,2170,1030
76430387,2172,160
77615972,2172,1040
78417802,2172,1064
77615973,2174,1040
75846653,2177,123
75945426,2177,127
76144651,2177,130
77027750,2177,1029
77246166,2177,1030
78188434,2177,1047
76144652,2178,130
77027751,2178,1029
77246167,2178,1030
76144653,2179,130
77027752,2179,1029
77246168,2179,1030
75247615,2180,81
76430388,2181,160
77615974,2181,1040
78417803,2181,1064
75339923,2184,101
76714471,2184,268
76994480,2184,1028
76144654,2186,130
77027753,2186,1029
77246169,2186,1030
76144655,2188,130
77027754,2188,1029
77246170,2188,1030
74743411,2189,36
75394121,2189,106
75531831,2189,107
76397700,2189,156
76935454,2189,1016
77246171,2189,1030
77027755,2191,1029
75157128,2194,66
76430389,2194,160
77615975,2194,1040
78417804,2194,1064
77615976,2195,1040
75186886,2198,72
75607859,2198,110
78283453,2198,1052
76430390,2199,160
77615977,2199,1040
78417805,2199,1064
76621690,2200,240
76994481,2200,1028
74859182,2201,62
75394122,2201,106
75531832,2201,107
76486100,2201,191
76629490,2201,243
76981253,2201,1026
76994482,2201,1028
75707141,2202,113
76994483,2202,1028
77027756,2202,1029
78711953,2202,1069
78841689,2202,1072
77027757,2206,1029
74812884,2208,49
75707142,2208,113
76254375,2208,137
76746141,2208,297
77615978,2208,1040
78159206,2208,1042
74874651,2209,63
75270444,2209,83
75314377,2209,95
75394123,2209,106
75531833,2209,107
77615979,2209,1040
74762587,2212,37
76227708,2212,135
76416876,2212,157
76466839,2212,174
76481526,2212,179
78970241,2212,1088
78995906,2212,1093
77027758,2213,1029
75186887,2216,72
75607860,2216,110
76430391,2216,160
77615980,2216,1040
75186888,2217,72
78283454,2217,1052
77027759,2218,1029
77027760,2220,1029
76144656,2222,130
77027761,2222,1029
77246172,2222,1030
75846654,2224,123
75945427,2224,127
78188435,2224,1047
75360734,2225,103
75945428,2225,127
76430392,2225,160
76680649,2225,254
77615981,2225,1040
78417806,2225,1064
74698310,2226,32
74874652,2226,63
76578273,2226,234
76634234,2226,245
77562183,2226,1039
77615982,2226,1040
78054286,2226,1041
74874653,2229,63
76144657,2230,130
77027762,2230,1029
77246173,2230,1030
75372566,2233,105
75945429,2233,127
76684158,2233,256
77615983,2233,1040
78877017,2233,1079
75360735,2240,103
75394124,2240,106
75531834,2240,107
75945430,2240,127
77497828,2240,1032
77615984,2240,1040
76194966,2241,133
75707143,2245,113
76994484,2245,1028
77027763,2245,1029
78711954,2245,1069
78841690,2245,1072
75157129,2247,66
78417807,2247,1064
74874654,2248,63
76332686,2248,146
76927844,2248,1015
77615985,2248,1040
78054287,2248,1041
76194967,2249,133
74874655,2251,63
77246174,2251,1030
74874656,2252,63
77246175,2252,1030
75186889,2256,72
76617225,2257,238
77615986,2257,1040
75157130,2260,66
76430393,2260,160
77615987,2260,1040
78417808,2260,1064
74874657,2262,63
76867734,2262,417
75247616,2263,81
75157131,2265,66
78417809,2265,1064
74874658,2266,63
75394125,2266,106
75531835,2266,107
77497829,2266,1032
77615988,2266,1040
74874659,2267,63
75247617,2270,81
77615989,2278,1040
77615990,2279,1040
76617226,2280,238
76779674,2280,332
78365893,2280,1060
74812885,2281,49
75707144,2281,113
76254376,2281,137
76746142,2281,297
77246176,2281,1030
77615991,2281,1040
78159207,2281,1042
74874660,2284,63
76430394,2286,160
77615992,2286,1040
78417810,2286,1064
75157132,2287,66
75607861,2288,110
75157133,2294,66
76430395,2294,160
77615993,2294,1040
78417811,2294,1064
76227709,2295,135
78970242,2295,1088
75607862,2296,110
77246177,2296,1030
77615994,2296,1040
77246178,2297,1030
77615995,2297,1040
75247618,2299,81
75247619,2300,81
76332687,2304,146
76927845,2304,1015
75247620,2306,81
75247621,2307,81
75607863,2308,110
77246179,2308,1030
77615996,2308,1040
77246180,2309,1030
77615997,2309,1040
77246181,2310,1030
77615998,2310,1040
77615999,2314,1040
77616000,2316,1040
75360736,2317,103
75394126,2317,106
75531836,2317,107
75945431,2317,127
77497830,2317,1032
77616001,2317,1040
75360737,2318,103
75394127,2318,106
75531837,2318,107
75945432,2318,127
77497831,2318,1032
78417812,2319,1064
74874661,2325,63
75186890,2326,72
75607864,2326,110
77616002,2326,1040
75186891,2327,72
77616003,2327,1040
74874662,2328,63
74874663,2329,63
77246182,2329,1030
74812886,2330,49
74874664,2330,63
75707145,2330,113
76254377,2330,137
76746143,2330,297
77246183,2330,1030
77616004,2330,1040
78054288,2330,1041
78159208,2330,1042
74812887,2331,49
76254378,2331,137
76746144,2331,297
77616005,2331,1040
78159209,2331,1042
76430396,2334,160
77616006,2334,1040
78417813,2334,1064
74874665,2335,63
74874666,2336,63
77027764,2337,1029
77027765,2338,1029
77027766,2339,1029
76430397,2343,160
77616007,2343,1040
78417814,2343,1064
76244588,2344,136
77616008,2344,1040
78981441,2344,1089
77027767,2345,1029
74874667,2347,63
75208742,2350,75
74743412,2352,36
76397701,2352,156
76778278,2352,325
76935455,2352,1016
75360738,2354,103
75394128,2354,106
75531838,2354,107
75945433,2354,127
77497832,2354,1032
78417815,2354,1064
76227710,2355,135
76858350,2355,372
77616009,2355,1040
78970243,2355,1088
76144658,2356,130
77027768,2356,1029
77246184,2356,1030
75607865,2358,110
74874668,2359,63
76144659,2365,130
77027769,2365,1029
77246185,2365,1030
75186892,2366,72
77616010,2366,1040
75186893,2367,72
75607866,2367,110
78283455,2367,1052
74874669,2368,63
77246186,2368,1030
76430398,2369,160
77616011,2369,1040
78417816,2369,1064
74611604,2370,1
75136401,2370,64
76430399,2370,160
76749088,2370,305
77027770,2370,1029
78344411,2370,1059
77616012,2374,1040
74874670,2375,63
74762588,2376,37
74874671,2376,63
75607867,2376,110
76416877,2376,157
77616013,2376,1040
78054289,2376,1041
78995907,2376,1093
74874672,2377,63
75846655,2377,123
75945434,2377,127
77616014,2377,1040
78054290,2377,1041
78188436,2377,1047
78273771,2377,1049
78322380,2377,1056
78417817,2377,1064
77027771,2381,1029
74874673,2391,63
77027772,2391,1029
77562184,2391,1039
77616015,2391,1040
78054291,2391,1041
75186894,2393,72
77616016,2394,1040
76332688,2396,146
76927846,2396,1015
78417818,2400,1064
75157134,2401,66
78417819,2401,1064
77616017,2402,1040
77616018,2404,1040
77616019,2405,1040
74874674,2406,63
75186895,2407,72
75607868,2407,110
75186896,2408,72
75364706,2413,104
77616020,2413,1040
76332689,2415,146
76927847,2415,1015
75186897,2416,72
75607869,2416,110
77616021,2416,1040
75208743,2422,75
77616022,2422,1040
75360739,2424,103
75394129,2424,106
75531839,2424,107
75945435,2424,127
77497833,2424,1032
78417820,2424,1064
75283771,2429,93
75707146,2429,113
76496806,2429,192
77027773,2429,1029
78859032,2429,1078
74874675,2430,63
75283772,2430,93
75707147,2430,113
76496807,2430,192
77027774,2430,1029
77246187,2430,1030
77616023,2430,1040
78054292,2430,1041
78859033,2430,1078
76261720,2431,138
77027775,2432,1029
77246188,2433,1030
77616024,2434,1040
74874676,2435,63
75283773,2435,93
75707148,2435,113
76496808,2435,192
77027776,2435,1029
77246189,2435,1030
77616025,2435,1040
78859034,2435,1078
75394130,2437,106
75531840,2437,107
77497834,2437,1032
78417821,2437,1064
74698311,2438,32
74874677,2438,63
76634235,2438,245
77562185,2438,1039
77616026,2438,1040
78054293,2438,1041
74874678,2440,63
77616027,2440,1040
74874679,2441,63
77616028,2441,1040
77616029,2442,1040
74874680,2445,63
74874681,2446,63
77616030,2446,1040
77616031,2448,1040
75394131,2451,106
75531841,2451,107
77497835,2451,1032
77616032,2451,1040
74874682,2453,63
75607870,2453,110
77616033,2453,1040
78054294,2453,1041
74874683,2454,63
75607871,2454,110
77616034,2454,1040
78054295,2454,1041
77616035,2455,1040
77616036,2456,1040
74874684,2459,63
76194968,2459,133
77616037,2459,1040
78054296,2459,1041
74874685,2460,63
76194969,2460,133
78054297,2460,1041
74874686,2463,63
75846656,2465,123
75945436,2465,127
78188437,2465,1047
78273772,2465,1049
75283774,2466,93
75707149,2466,113
76496809,2466,192
77027777,2466,1029
77246190,2466,1030
77616038,2466,1040
78859035,2466,1078
76144660,2467,130
77246191,2467,1030
77616039,2469,1040
77616040,2470,1040
74874687,2472,63
77562186,2472,1039
77616041,2472,1040
78054298,2472,1041
76332690,2473,146
76927848,2473,1015
74874688,2475,63
74874689,2476,63
75590334,2478,108
76886904,2478,1003
74698312,2481,32
74874690,2481,63
76578274,2481,234
76634236,2481,245
77562187,2481,1039
77616042,2481,1040
78054299,2481,1041
74874691,2482,63
77562188,2482,1039
77616043,2482,1040
78054300,2482,1041
74874692,2483,63
75157135,2484,66
78417822,2484,1064
76314820,2489,143
76430400,2490,160
77616044,2490,1040
74762589,2494,37
74874693,2494,63
75607872,2494,110
76416878,2494,157
77616045,2494,1040
78054301,2494,1041
78995908,2494,1093
74874694,2495,63
75607873,2495,110
77616046,2495,1040
78054302,2495,1041
76314821,2496,143
74874695,2497,63
76194970,2497,133
77616047,2497,1040
78054303,2497,1041
77616048,2498,1040
74874696,2511,63
76194971,2511,133
78054304,2511,1041
75157136,2512,66
76332691,2514,146
76927849,2514,1015
75157137,2516,66
78417823,2516,1064
76332692,2519,146
76927850,2519,1015
75157138,2520,66
75846657,2521,123
75945437,2521,127
78188438,2521,1047
75186898,2524,72
75607874,2524,110
77616049,2524,1040
75157139,2525,66
78417824,2525,1064
74874697,2529,63
76430401,2534,160
77027778,2534,1029
76617227,2553,238
76779675,2553,332
77616050,2553,1040
78365894,2553,1060
77246192,2555,1030
74874698,2556,63
75394132,2556,106
75531842,2556,107
77616051,2556,1040
78877018,2556,1079
74874699,2557,63
75394133,2557,106
75531843,2557,107
77497836,2557,1032
77616052,2557,1040
78877019,2557,1079
74743413,2559,36
74874700,2559,63
76397702,2559,156
76935456,2559,1016
77616053,2559,1040
78877020,2559,1079
74874701,2562,63
76194972,2562,133
77616054,2562,1040
78054305,2562,1041
78877021,2562,1079
78417825,2564,1064
77616055,2568,1040
75846658,2570,123
75945438,2570,127
78188439,2570,1047
74874702,2578,63
76194973,2578,133
77616056,2578,1040
78054306,2578,1041
76227711,2580,135
76858351,2580,372
78417826,2580,1064
78970244,2580,1088
75590335,2583,108
76886905,2583,1003
77027779,2583,1029
78344412,2583,1059
75339924,2584,101
76714472,2584,268
77616057,2584,1040
78877022,2584,1079
74874703,2585,63
75394134,2585,106
75531844,2585,107
77616058,2585,1040
78877023,2585,1079
74874704,2586,63
75394135,2586,106
75531845,2586,107
77616059,2586,1040
78877024,2586,1079
75360740,2595,103
75394136,2595,106
75531846,2595,107
75945439,2595,127
77497837,2595,1032
78417827,2595,1064
77027780,2597,1029
74812888,2600,49
76144661,2600,130
76254379,2600,137
76746145,2600,297
77246193,2600,1030
77616060,2600,1040
78159210,2600,1042
74812889,2601,49
75707150,2601,113
76254380,2601,137
76746146,2601,297
77616061,2601,1040
78159211,2601,1042
74698313,2602,32
74874705,2602,63
76634237,2602,245
77562189,2602,1039
77616062,2602,1040
78054307,2602,1041
76144662,2604,130
77246194,2604,1030
74698314,2605,32
74874706,2605,63
76430402,2605,160
76578275,2605,234
76634238,2605,245
77562190,2605,1039
77616063,2605,1040
78054308,2605,1041
75707151,2608,113
77027781,2608,1029
78309528,2608,1053
78711955,2608,1069
75707152,2609,113
77027782,2609,1029
78309529,2609,1053
78711956,2609,1069
74698315,2613,32
74874707,2613,63
77027783,2613,1029
77562191,2613,1039
77616064,2613,1040
78054309,2613,1041
74874708,2614,63
77027784,2614,1029
77562192,2614,1039
77616065,2614,1040
78054310,2614,1041
78389881,2616,1062
78397156,2616,1063
77246195,2619,1030
75394137,2627,106
75531847,2627,107
77497838,2627,1032
78417828,2627,1064
74874709,2629,63
76194974,2629,133
77616066,2629,1040
78054311,2629,1041
78877025,2629,1079
74874710,2630,63
77616067,2630,1040
75360741,2632,103
75394138,2632,106
75531848,2632,107
75945440,2632,127
77497839,2632,1032
78417829,2632,1064
75590336,2633,108
76886906,2633,1003
77246196,2636,1030
75707153,2639,113
77027785,2639,1029
78309530,2639,1053
78711957,2639,1069
74611605,2640,1
75136402,2640,64
76749089,2640,305
78344413,2640,1059
75394139,2641,106
75531849,2641,107
77497840,2641,1032
77616068,2641,1040
78417830,2641,1064
74874711,2649,63
77027786,2649,1029
77616069,2649,1040
74698316,2650,32
74874712,2650,63
76578276,2650,234
76634239,2650,245
77027787,2650,1029
77562193,2650,1039
77616070,2650,1040
78054312,2650,1041
75707154,2654,113
76469592,2654,177
76662632,2654,247
77027788,2654,1029
78829051,2654,1070
