cpd_str_alert_id,molregno,alert_id
74874571,863,63
75283747,863,93
76496790,863,192
77027652,863,1029
77245950,863,1030
78859016,863,1078
75247566,864,81
77245951,868,1030
75247567,869,81
74611590,870,1
75136387,870,64
75590325,870,108
76749077,870,305
76886881,870,1003
78344397,870,1059
74786711,875,47
76538937,875,213
79007721,875,1095
74631592,877,7
76138928,877,129
76731273,877,286
76994467,877,1028
78651310,877,1065
75247568,878,81
75247569,879,81
78417763,882,1064
78417764,883,1064
75157095,884,66
75327385,889,100
76536559,889,209
76555525,889,221
76562495,889,222
76603873,889,235
76675116,889,252
76886882,889,1003
76295653,892,139
77615766,892,1040
77245952,893,1030
78711941,893,1069
74874572,894,63
75607828,894,110
77027653,894,1029
77245953,894,1030
77615767,894,1040
