tid,relationship,related_tid,targrel_id
11699,SUBSET OF,104812,489398
12261,SUBSET OF,104822,489399
12261,SUBSET OF,118329,489400
12755,SUBSET OF,104684,489401
12735,SUBSET OF,105018,489402
10715,SUBSET OF,116870,489404
10055,SUBSET OF,109704,489413
10055,SUBSET OF,120268,489414
10540,SUBSET OF,119730,489415
10480,SUBSET OF,104977,489417
10480,SUBSET OF,108400,489418
10480,SUBSET OF,119456,489419
10480,SUBSET OF,120514,489420
10480,SUBSET OF,109746,489421
10480,SUBSET OF,104965,489422
10480,SUBSET OF,119433,489423
10480,SUBSET OF,117097,489424
10480,SUBSET OF,119417,489425
10480,SUBSET OF,119435,489426
10480,SUBSET OF,119868,489427
10732,SUBSET OF,117072,489429
10732,SUBSET OF,109639,489430
10732,SUBSET OF,117071,489431
12839,SUBSET OF,104828,489432
11522,SUBSET OF,104769,489433
11522,SUBSET OF,119682,489434
72,SUBSET OF,107904,489435
72,SUBSET OF,105040,489436
72,SUBSET OF,104754,489437
72,SUBSET OF,104994,489438
72,SUBSET OF,105671,489439
72,SUBSET OF,118327,489440
72,SUBSET OF,104807,489441
72,SUBSET OF,104984,489442
72,SUBSET OF,104842,489443
125,SUBSET OF,104993,489444
125,SUBSET OF,104723,489446
125,SUBSET OF,104787,489447
125,SUBSET OF,105670,489449
125,SUBSET OF,104831,489450
52,SUBSET OF,117056,489452
52,SUBSET OF,104787,489453
52,SUBSET OF,104743,489455
52,SUBSET OF,105670,489456
52,SUBSET OF,117034,489457
277,SUBSET OF,105765,489458
277,SUBSET OF,105766,489459
50,SUBSET OF,104880,489460
50,SUBSET OF,105670,489461
50,SUBSET OF,104854,489462
50,SUBSET OF,104700,489463
51,SUBSET OF,119760,489467
51,SUBSET OF,104841,489468
51,SUBSET OF,104984,489469
51,SUBSET OF,119675,489470
166,SUBSET OF,104706,489474
166,SUBSET OF,104298,489475
64,SUBSET OF,120262,489476
64,SUBSET OF,117176,489477
107,SUBSET OF,104817,489478
107,SUBSET OF,104784,489479
107,SUBSET OF,104994,489480
107,SUBSET OF,119877,489481
107,SUBSET OF,104841,489482
108,SUBSET OF,104817,489483
108,SUBSET OF,104784,489484
108,SUBSET OF,104992,489485
108,SUBSET OF,104841,489486
23,SUBSET OF,104928,489487
10353,SUBSET OF,119722,489492
10541,SUBSET OF,119728,489494
17145,SUBSET OF,105025,489498
17145,SUBSET OF,116887,489499
11433,SUBSET OF,118289,489500
11433,SUBSET OF,118290,489501
11433,SUBSET OF,104715,489502
10043,SUBSET OF,104868,489503
10043,SUBSET OF,104788,489504
11498,SUBSET OF,119725,489505
10648,SUBSET OF,104873,489506
12854,SUBSET OF,105078,489507
12854,SUBSET OF,104713,489508
12854,SUBSET OF,104699,489509
10986,SUBSET OF,118320,489510
10986,SUBSET OF,105074,489511
10575,SUBSET OF,105051,489516
11077,SUBSET OF,105113,489519
11902,SUBSET OF,120208,489524
11902,SUBSET OF,117044,489525
11902,SUBSET OF,119339,489526
11902,SUBSET OF,109739,489527
10919,SUBSET OF,108405,489528
10919,SUBSET OF,108404,489529
10919,SUBSET OF,120215,489530
10919,SUBSET OF,121067,489531
10919,SUBSET OF,107917,489533
10919,SUBSET OF,105757,489534
10919,SUBSET OF,107918,489535
10919,SUBSET OF,119870,489536
11013,SUBSET OF,104853,489537
11524,SUBSET OF,105033,489538
12516,SUBSET OF,104839,489539
12488,SUBSET OF,104809,489543
10917,SUBSET OF,104768,489544
12133,SUBSET OF,104731,489550
12133,SUBSET OF,104879,489551
12362,SUBSET OF,104809,489553
20095,SUBSET OF,117123,489554
11309,SUBSET OF,116898,489555
11309,SUBSET OF,104766,489556
11052,SUBSET OF,105708,489557
12473,SUBSET OF,105062,489558
10903,SUBSET OF,104683,489559
10903,SUBSET OF,104813,489560
10529,SUBSET OF,104740,489561
10529,SUBSET OF,104711,489562
10529,SUBSET OF,107933,489563
12684,SUBSET OF,104820,489580
10364,SUBSET OF,104693,489583
10364,SUBSET OF,104680,489584
10628,SUBSET OF,104705,489585
10461,SUBSET OF,106719,489586
10133,SUBSET OF,118373,489587
10133,SUBSET OF,119466,489588
11429,SUBSET OF,105113,489589
11031,SUBSET OF,105099,489590
10604,SUBSET OF,104859,489591
12605,SUBSET OF,117295,489592
12915,SUBSET OF,118377,489593
12915,SUBSET OF,107912,489594
11762,SUBSET OF,107907,489597
11762,SUBSET OF,119767,489598
11762,SUBSET OF,104701,489599
10877,SUBSET OF,104731,489600
10163,SUBSET OF,119703,489601
11848,SUBSET OF,120529,489602
11848,SUBSET OF,104869,489603
10930,SUBSET OF,104815,489604
226,SUBSET OF,104880,489605
226,SUBSET OF,105670,489606
226,SUBSET OF,105082,489607
226,SUBSET OF,104700,489608
11418,SUBSET OF,117162,489609
11016,SUBSET OF,104979,489610
11016,SUBSET OF,104764,489611
11209,SUBSET OF,104922,489612
11209,SUBSET OF,119453,489613
11574,SUBSET OF,104846,489614
12478,SUBSET OF,104742,489615
10515,SUBSET OF,104761,489618
10515,SUBSET OF,108125,489619
10515,SUBSET OF,108126,489620
100486,SUBSET OF,117187,489621
100486,SUBSET OF,108413,489622
100597,SUBSET OF,109655,489623
20130,SUBSET OF,119440,489624
20130,SUBSET OF,120517,489625
20130,SUBSET OF,121063,489626
20130,SUBSET OF,119869,489627
20130,SUBSET OF,118351,489628
20130,SUBSET OF,119439,489629
20130,SUBSET OF,119438,489630
20130,SUBSET OF,119870,489631
30013,SUBSET OF,117746,489632
30013,SUBSET OF,121052,489633
12791,SUBSET OF,104857,489637
11286,SUBSET OF,104975,489638
10553,SUBSET OF,105708,489639
20151,SUBSET OF,117108,489640
10013,SUBSET OF,106710,489641
10634,SUBSET OF,108131,489642
10634,SUBSET OF,117042,489643
10634,SUBSET OF,104692,489644
10634,SUBSET OF,108132,489645
10634,SUBSET OF,119324,489646
11631,SUBSET OF,105736,489647
100044,SUBSET OF,107946,489648
100044,SUBSET OF,104991,489649
20179,SUBSET OF,121055,489650
100639,SUBSET OF,108410,489654
11907,SUBSET OF,119728,489655
100428,SUBSET OF,119762,489656
10583,SUBSET OF,105761,489658
10583,SUBSET OF,104872,489659
10583,SUBSET OF,104735,489660
12993,SUBSET OF,117159,489661
12993,SUBSET OF,109750,489662
12812,SUBSET OF,119761,489663
100148,SUBSET OF,117027,489664
100148,SUBSET OF,117154,489665
100148,SUBSET OF,109083,489666
10841,SUBSET OF,104838,489667
12569,SUBSET OF,104975,489668
10945,SUBSET OF,104681,489669
10649,SUBSET OF,104873,489670
12154,SUBSET OF,104706,489671
11573,SUBSET OF,119844,489672
11573,SUBSET OF,105053,489673
11573,SUBSET OF,105100,489674
10871,SUBSET OF,119728,489676
100410,SUBSET OF,119383,489678
100410,SUBSET OF,120618,489679
100416,SUBSET OF,105738,489680
10028,SUBSET OF,104930,489683
101259,SUBSET OF,119346,489684
20139,SUBSET OF,117179,489685
20139,SUBSET OF,117708,489686
101055,SUBSET OF,120249,489688
101055,SUBSET OF,120271,489689
11439,SUBSET OF,104838,489691
11439,SUBSET OF,118281,489692
11439,SUBSET OF,118280,489693
11439,SUBSET OF,118282,489694
11439,SUBSET OF,104301,489696
100315,SUBSET OF,116900,489697
100315,SUBSET OF,120296,489698
100315,SUBSET OF,119706,489699
20073,SUBSET OF,119703,489700
100949,SUBSET OF,119336,489701
100933,SUBSET OF,120628,489702
100933,SUBSET OF,109545,489703
100933,SUBSET OF,120270,489704
100168,SUBSET OF,104730,489705
18080,SUBSET OF,105639,489708
100876,SUBSET OF,119424,489709
100876,SUBSET OF,117131,489710
101019,SUBSET OF,120113,489711
101019,SUBSET OF,120259,489712
101019,SUBSET OF,120114,489713
101019,SUBSET OF,121124,489714
101032,SUBSET OF,117078,489716
101035,SUBSET OF,120786,489717
101035,SUBSET OF,117060,489718
101035,SUBSET OF,108139,489719
101035,SUBSET OF,117067,489720
103157,SUBSET OF,120123,489722
103039,SUBSET OF,117752,489723
101287,SUBSET OF,116867,489724
102971,SUBSET OF,105578,489725
103142,SUBSET OF,117714,489731
102403,SUBSET OF,117104,489733
103947,SUBSET OF,117080,489734
104103,SUBSET OF,105507,489736
104103,SUBSET OF,117062,489737
10598,SUBSET OF,104732,489739
11970,SUBSET OF,104720,489740
103862,SUBSET OF,117182,489741
103619,SUBSET OF,119702,489742
103467,SUBSET OF,119393,489743
103467,SUBSET OF,108119,489744
104824,SUPERSET OF,12865,489745
104824,SUPERSET OF,104835,489746
104824,SUPERSET OF,12546,489747
104824,SUPERSET OF,116997,489748
104824,SUPERSET OF,12102,489749
104824,SUPERSET OF,117126,489750
104824,SUPERSET OF,12103,489751
104824,SUPERSET OF,117004,489752
104824,SUPERSET OF,117006,489753
104824,SUPERSET OF,104848,489754
104824,SUPERSET OF,11921,489755
104824,SUPERSET OF,11668,489756
104824,SUBSET OF,119767,489757
104824,OVERLAPS WITH,117725,489758
104824,SUPERSET OF,107932,489759
104824,SUPERSET OF,117726,489760
104824,SUPERSET OF,100001,489761
104824,SUPERSET OF,100000,489762
104824,SUPERSET OF,12012,489764
104824,SUPERSET OF,104687,489765
104824,SUPERSET OF,104302,489766
104824,SUPERSET OF,104821,489767
104824,SUPERSET OF,17142,489768
104827,OVERLAPS WITH,104724,489769
104827,SUPERSET OF,12198,489770
104827,SUPERSET OF,11944,489771
104827,OVERLAPS WITH,104760,489772
104829,SUPERSET OF,11111,489773
104829,SUPERSET OF,17019,489774
103792,SUBSET OF,119329,489775
104490,SUBSET OF,120301,489776
104745,SUPERSET OF,10868,489777
104745,SUPERSET OF,10542,489778
104746,OVERLAPS WITH,105089,489779
104746,OVERLAPS WITH,105060,489780
104746,SUPERSET OF,133,489781
104746,SUPERSET OF,103768,489782
104746,OVERLAPS WITH,104856,489783
104746,OVERLAPS WITH,105019,489784
104746,OVERLAPS WITH,104747,489785
104746,OVERLAPS WITH,109738,489786
104746,OVERLAPS WITH,104748,489787
104690,SUBSET OF,104871,489788
104690,SUPERSET OF,10569,489789
104690,SUPERSET OF,10572,489790
104690,OVERLAPS WITH,104749,489791
104699,SUPERSET OF,12854,489792
104699,SUBSET OF,105078,489793
104699,SUBSET OF,104713,489794
104699,SUPERSET OF,11736,489795
104699,OVERLAPS WITH,105098,489796
104699,OVERLAPS WITH,104794,489797
104739,SUPERSET OF,10355,489798
104739,SUPERSET OF,11086,489800
104741,OVERLAPS WITH,104736,489801
104741,SUPERSET OF,129,489802
104741,SUPERSET OF,137,489803
104741,OVERLAPS WITH,117082,489804
104741,OVERLAPS WITH,117034,489805
104741,SUBSET OF,104765,489806
104741,OVERLAPS WITH,104734,489807
104741,OVERLAPS WITH,108398,489808
104742,SUPERSET OF,13031,489809
104742,SUPERSET OF,12478,489810
104847,SUPERSET OF,10304,489811
104847,OVERLAPS WITH,105041,489812
104847,SUPERSET OF,14037,489813
104847,OVERLAPS WITH,104886,489814
104847,SUBSET OF,104684,489815
104847,OVERLAPS WITH,105102,489816
104867,OVERLAPS WITH,104762,489818
104871,SUPERSET OF,104690,489820
104871,SUPERSET OF,10742,489821
104871,SUPERSET OF,10569,489822
104871,SUPERSET OF,10572,489823
104871,SUPERSET OF,104749,489824
104881,OVERLAPS WITH,117730,489826
104881,OVERLAPS WITH,105734,489827
104881,OVERLAPS WITH,109658,489828
104881,SUPERSET OF,10511,489829
104897,OVERLAPS WITH,108128,489830
104897,OVERLAPS WITH,104898,489831
104897,OVERLAPS WITH,105508,489832
104897,OVERLAPS WITH,107884,489834
104897,OVERLAPS WITH,107887,489835
104897,SUPERSET OF,10642,489836
104897,OVERLAPS WITH,117139,489837
104897,OVERLAPS WITH,105076,489838
104897,OVERLAPS WITH,104891,489839
104897,SUBSET OF,119771,489840
104897,OVERLAPS WITH,104283,489841
104897,OVERLAPS WITH,104895,489842
104897,OVERLAPS WITH,104894,489843
104897,SUBSET OF,120318,489844
104670,SUBSET OF,117130,489845
104713,SUPERSET OF,12512,489846
104713,OVERLAPS WITH,104836,489847
104713,SUPERSET OF,12854,489848
104713,SUBSET OF,105078,489849
104713,SUPERSET OF,11736,489850
104713,SUPERSET OF,104699,489851
104713,OVERLAPS WITH,105098,489852
104713,SUPERSET OF,104794,489853
104716,SUPERSET OF,11930,489856
104716,SUPERSET OF,104990,489857
105034,SUPERSET OF,11056,489860
105034,SUPERSET OF,12449,489861
105034,SUPERSET OF,11058,489862
105034,SUPERSET OF,11891,489863
105034,SUPERSET OF,12950,489864
105034,SUPERSET OF,11036,489865
105034,SUPERSET OF,12476,489866
105034,SUPERSET OF,117724,489867
105034,SUPERSET OF,12894,489868
105043,SUPERSET OF,11049,489870
105044,OVERLAPS WITH,117729,489871
105044,SUPERSET OF,11364,489872
105044,OVERLAPS WITH,107877,489873
105044,SUPERSET OF,10276,489874
105044,OVERLAPS WITH,117733,489875
105044,SUPERSET OF,10341,489876
105044,OVERLAPS WITH,117732,489877
105044,OVERLAPS WITH,107879,489878
105044,OVERLAPS WITH,107878,489879
105044,OVERLAPS WITH,107881,489880
105044,OVERLAPS WITH,107880,489881
105044,OVERLAPS WITH,107882,489882
105044,SUBSET OF,104844,489883
105044,OVERLAPS WITH,117048,489884
105104,OVERLAPS WITH,121057,489885
105104,OVERLAPS WITH,119457,489886
105104,OVERLAPS WITH,117030,489887
105104,OVERLAPS WITH,109740,489888
105104,OVERLAPS WITH,121072,489889
105104,SUPERSET OF,11409,489890
105104,OVERLAPS WITH,104912,489891
105104,OVERLAPS WITH,119472,489892
105104,SUBSET OF,117110,489893
105104,SUPERSET OF,10904,489894
105104,OVERLAPS WITH,119420,489895
105104,OVERLAPS WITH,117759,489896
105104,OVERLAPS WITH,120223,489897
105108,SUPERSET OF,101249,489898
105108,SUBSET OF,104916,489900
105067,SUPERSET OF,100096,489903
105067,OVERLAPS WITH,119347,489904
105067,SUPERSET OF,100077,489905
105074,SUPERSET OF,118321,489906
105074,SUPERSET OF,118320,489907
105074,SUPERSET OF,12837,489908
105074,SUPERSET OF,10986,489909
105074,SUPERSET OF,12782,489911
105090,SUPERSET OF,12272,489912
105090,SUPERSET OF,10727,489913
105090,SUPERSET OF,10283,489914
104913,OVERLAPS WITH,119731,489915
104913,SUPERSET OF,19683,489916
104913,SUPERSET OF,13049,489917
104913,SUPERSET OF,104877,489918
104913,SUPERSET OF,10591,489919
104939,SUPERSET OF,10980,489920
104939,OVERLAPS WITH,119878,489921
104939,OVERLAPS WITH,105065,489922
104939,OVERLAPS WITH,105035,489923
104939,OVERLAPS WITH,119850,489924
104939,OVERLAPS WITH,121036,489925
104939,SUPERSET OF,238,489926
104939,OVERLAPS WITH,104915,489927
104939,OVERLAPS WITH,105010,489928
104939,OVERLAPS WITH,104948,489929
104939,OVERLAPS WITH,119448,489930
104939,OVERLAPS WITH,104955,489931
104939,OVERLAPS WITH,104956,489932
104939,OVERLAPS WITH,104799,489933
104943,OVERLAPS WITH,118337,489934
104943,OVERLAPS WITH,107936,489935
104943,SUBSET OF,109750,489936
104943,OVERLAPS WITH,117161,489937
104943,SUPERSET OF,11177,489938
104943,SUPERSET OF,10427,489939
104943,OVERLAPS WITH,105055,489940
104960,SUPERSET OF,104292,489941
104960,OVERLAPS WITH,116998,489942
104960,OVERLAPS WITH,104936,489943
104960,SUPERSET OF,104685,489944
104960,OVERLAPS WITH,105103,489945
104960,OVERLAPS WITH,109649,489946
104960,SUPERSET OF,49,489947
104960,OVERLAPS WITH,109650,489948
104960,SUPERSET OF,12661,489949
104960,OVERLAPS WITH,104985,489950
104960,OVERLAPS WITH,117720,489951
104960,OVERLAPS WITH,104924,489952
104960,OVERLAPS WITH,104830,489954
104962,OVERLAPS WITH,105105,489955
104962,SUBSET OF,104691,489956
104962,OVERLAPS WITH,104771,489957
104962,SUPERSET OF,214,489958
104962,OVERLAPS WITH,104795,489959
104962,SUPERSET OF,47,489960
104778,SUPERSET OF,12000,489961
104778,SUPERSET OF,11092,489962
104778,OVERLAPS WITH,104919,489963
104778,OVERLAPS WITH,105006,489964
104780,SUPERSET OF,12453,489965
104780,SUPERSET OF,12239,489966
104781,OVERLAPS WITH,105008,489967
104784,SUPERSET OF,104817,489970
104784,SUPERSET OF,104992,489971
104784,OVERLAPS WITH,104994,489972
104784,SUPERSET OF,227,489973
104784,OVERLAPS WITH,119877,489974
104784,SUBSET OF,104841,489975
104784,SUPERSET OF,107,489976
104784,SUPERSET OF,108,489977
104848,SUPERSET OF,100000,489978
104848,SUPERSET OF,12865,489979
104848,OVERLAPS WITH,104835,489980
104848,OVERLAPS WITH,104821,489981
104848,SUBSET OF,119767,489982
104848,SUBSET OF,104824,489983
104848,OVERLAPS WITH,117725,489984
104848,OVERLAPS WITH,107932,489985
104848,OVERLAPS WITH,117726,489986
104848,SUBSET OF,104302,489987
104850,SUPERSET OF,11426,489988
104850,SUPERSET OF,12163,489989
104890,SUPERSET OF,19904,489990
104890,OVERLAPS WITH,104893,489992
104890,OVERLAPS WITH,104908,489993
104890,OVERLAPS WITH,104910,489994
104790,OVERLAPS WITH,118689,489995
104790,SUBSET OF,105024,489996
104790,OVERLAPS WITH,104834,489997
104790,OVERLAPS WITH,104806,489998
104790,SUPERSET OF,280,489999
104790,OVERLAPS WITH,104729,490000
104790,OVERLAPS WITH,104779,490001
104790,SUPERSET OF,252,490002
104790,OVERLAPS WITH,104862,490003
104795,OVERLAPS WITH,105105,490004
104795,OVERLAPS WITH,104771,490005
104795,SUBSET OF,104691,490006
104795,OVERLAPS WITH,104962,490007
104795,OVERLAPS WITH,104925,490008
104795,SUPERSET OF,61,490009
104795,OVERLAPS WITH,104926,490010
104795,SUPERSET OF,47,490011
104798,SUPERSET OF,34,490012
104798,OVERLAPS WITH,104293,490013
104798,OVERLAPS WITH,108134,490014
104798,SUBSET OF,104936,490015
104798,SUPERSET OF,11789,490016
104798,OVERLAPS WITH,105103,490017
104798,OVERLAPS WITH,117139,490018
104798,OVERLAPS WITH,109650,490019
104798,OVERLAPS WITH,117141,490020
104798,OVERLAPS WITH,117140,490021
104798,OVERLAPS WITH,109652,490022
104798,OVERLAPS WITH,108124,490023
104800,SUPERSET OF,12274,490024
104800,SUPERSET OF,12860,490025
104537,SUBSET OF,107927,490026
104537,SUBSET OF,120521,490027
104537,SUBSET OF,117147,490028
104289,OVERLAPS WITH,104290,490029
104289,SUPERSET OF,12019,490030
104289,SUBSET OF,104692,490031
104289,OVERLAPS WITH,108132,490032
104289,OVERLAPS WITH,117716,490033
104289,SUPERSET OF,12717,490034
104289,OVERLAPS WITH,119324,490035
104289,OVERLAPS WITH,104284,490036
104289,OVERLAPS WITH,104287,490037
104992,OVERLAPS WITH,104817,490040
104992,SUBSET OF,104784,490041
104992,SUPERSET OF,227,490042
104992,SUBSET OF,104841,490043
104992,SUPERSET OF,108,490044
105001,SUPERSET OF,12078,490046
10531,SUBSET OF,117010,490047
19601,SUBSET OF,105733,490048
19601,SUBSET OF,105685,490049
57,SUBSET OF,105764,490051
57,SUBSET OF,105767,490052
57,SUBSET OF,105766,490053
57,SUBSET OF,109640,490054
109640,OVERLAPS WITH,105089,490068
109640,OVERLAPS WITH,109635,490069
109640,OVERLAPS WITH,117157,490070
109640,OVERLAPS WITH,105765,490071
109640,OVERLAPS WITH,105764,490072
109640,OVERLAPS WITH,109636,490073
109640,OVERLAPS WITH,105767,490074
109640,SUBSET OF,105766,490075
109640,SUPERSET OF,275,490076
109640,OVERLAPS WITH,117175,490078
109640,OVERLAPS WITH,117177,490079
109640,SUPERSET OF,57,490080
109640,OVERLAPS WITH,117176,490081
118287,OVERLAPS WITH,105120,490082
118287,SUBSET OF,104838,490083
118287,SUPERSET OF,11464,490085
118287,OVERLAPS WITH,118281,490086
118287,OVERLAPS WITH,118283,490087
118287,OVERLAPS WITH,117035,490088
118287,SUBSET OF,104301,490090
118287,OVERLAPS WITH,118285,490091
118287,OVERLAPS WITH,118284,490092
118287,SUPERSET OF,118286,490093
118287,OVERLAPS WITH,104752,490094
118287,OVERLAPS WITH,105042,490095
118287,OVERLAPS WITH,118292,490096
118287,OVERLAPS WITH,118294,490097
118287,OVERLAPS WITH,121049,490098
118287,OVERLAPS WITH,121048,490099
118287,OVERLAPS WITH,105021,490101
118288,OVERLAPS WITH,105121,490102
118288,SUBSET OF,117121,490103
118288,SUBSET OF,104704,490104
118288,OVERLAPS WITH,117120,490105
118288,OVERLAPS WITH,117122,490106
118288,OVERLAPS WITH,104774,490107
118288,SUBSET OF,104905,490108
118288,OVERLAPS WITH,104904,490109
118288,OVERLAPS WITH,104712,490110
118288,SUPERSET OF,11881,490111
118288,SUPERSET OF,11440,490112
118288,SUBSET OF,104688,490113
118288,OVERLAPS WITH,118295,490114
118288,OVERLAPS WITH,117721,490115
118288,OVERLAPS WITH,109656,490116
118288,OVERLAPS WITH,117117,490117
118288,OVERLAPS WITH,117727,490118
118288,OVERLAPS WITH,117119,490119
118288,OVERLAPS WITH,104703,490120
118288,OVERLAPS WITH,117118,490121
118288,OVERLAPS WITH,104702,490122
118288,OVERLAPS WITH,119358,490123
118289,OVERLAPS WITH,118290,490124
118289,SUPERSET OF,11433,490126
118289,SUBSET OF,104715,490127
118290,OVERLAPS WITH,118289,490129
118290,SUPERSET OF,11433,490131
118290,OVERLAPS WITH,104715,490132
118291,OVERLAPS WITH,118279,490135
118291,OVERLAPS WITH,118278,490136
118291,SUBSET OF,104838,490137
118291,OVERLAPS WITH,118281,490138
118291,OVERLAPS WITH,105064,490139
118291,OVERLAPS WITH,118280,490140
118291,OVERLAPS WITH,118283,490141
118291,SUBSET OF,117035,490142
118291,OVERLAPS WITH,118282,490143
118291,SUBSET OF,104301,490144
118291,OVERLAPS WITH,118285,490145
118291,OVERLAPS WITH,118284,490146
118291,OVERLAPS WITH,104752,490147
118291,SUBSET OF,118293,490148
118291,SUBSET OF,118292,490149
118291,OVERLAPS WITH,118294,490150
118291,SUBSET OF,121049,490151
118291,SUPERSET OF,19609,490152
118291,SUBSET OF,121048,490153
118291,OVERLAPS WITH,121051,490154
118292,OVERLAPS WITH,118279,490157
118292,OVERLAPS WITH,118278,490158
118292,SUBSET OF,104838,490159
118292,OVERLAPS WITH,118281,490161
118292,OVERLAPS WITH,118280,490162
118292,OVERLAPS WITH,118283,490163
118292,OVERLAPS WITH,118282,490164
118292,OVERLAPS WITH,118285,490165
118292,OVERLAPS WITH,118284,490166
118292,OVERLAPS WITH,118287,490167
118292,SUPERSET OF,118291,490168
118292,OVERLAPS WITH,118293,490169
118292,OVERLAPS WITH,118294,490170
118292,OVERLAPS WITH,121049,490171
118292,SUPERSET OF,19609,490172
118292,OVERLAPS WITH,121048,490173
118292,OVERLAPS WITH,121051,490174
118292,OVERLAPS WITH,105064,490175
118292,OVERLAPS WITH,117035,490176
118292,SUBSET OF,104301,490177
118292,OVERLAPS WITH,104752,490178
118297,OVERLAPS WITH,119680,490180
118297,OVERLAPS WITH,104709,490181
118297,OVERLAPS WITH,117092,490182
118297,OVERLAPS WITH,117095,490183
118297,SUPERSET OF,12071,490184
118297,OVERLAPS WITH,104710,490185
118297,OVERLAPS WITH,119400,490186
118297,OVERLAPS WITH,104296,490187
118297,OVERLAPS WITH,109746,490188
118297,OVERLAPS WITH,107893,490189
118297,OVERLAPS WITH,107894,490191
118297,OVERLAPS WITH,118296,490192
118297,OVERLAPS WITH,107896,490193
118305,SUPERSET OF,10049,490194
118305,SUPERSET OF,10050,490195
118312,SUPERSET OF,11748,490196
118312,OVERLAPS WITH,118311,490197
118312,OVERLAPS WITH,108121,490198
118312,SUPERSET OF,104203,490199
118312,OVERLAPS WITH,104750,490200
118322,SUPERSET OF,144,490201
118322,OVERLAPS WITH,105029,490202
118322,SUBSET OF,104841,490204
118322,SUBSET OF,104714,490205
118322,OVERLAPS WITH,118318,490206
118328,SUPERSET OF,119312,490207
118346,OVERLAPS WITH,117731,490208
118346,OVERLAPS WITH,109746,490209
118346,SUPERSET OF,101460,490210
118346,OVERLAPS WITH,119351,490211
118346,OVERLAPS WITH,117094,490212
118346,OVERLAPS WITH,119354,490214
118347,SUPERSET OF,116705,490215
118347,OVERLAPS WITH,118400,490216
118348,OVERLAPS WITH,120601,490219
118348,OVERLAPS WITH,120600,490220
118348,OVERLAPS WITH,120603,490221
118348,OVERLAPS WITH,120602,490222
118348,OVERLAPS WITH,120605,490223
118348,OVERLAPS WITH,120604,490224
118348,OVERLAPS WITH,120607,490225
118348,OVERLAPS WITH,120606,490226
118348,OVERLAPS WITH,120609,490227
118348,OVERLAPS WITH,120608,490228
118348,OVERLAPS WITH,105507,490229
118348,OVERLAPS WITH,120611,490230
118348,OVERLAPS WITH,120610,490231
118348,OVERLAPS WITH,120613,490232
118348,OVERLAPS WITH,120612,490233
118348,OVERLAPS WITH,120615,490234
118348,OVERLAPS WITH,120614,490235
118348,OVERLAPS WITH,120616,490237
118348,OVERLAPS WITH,119855,490238
118348,OVERLAPS WITH,119857,490239
118348,OVERLAPS WITH,119856,490240
118348,OVERLAPS WITH,119859,490241
118348,OVERLAPS WITH,119858,490242
118348,OVERLAPS WITH,119861,490243
118348,OVERLAPS WITH,119860,490244
118348,OVERLAPS WITH,119863,490245
118348,OVERLAPS WITH,119862,490246
118348,OVERLAPS WITH,119865,490247
118348,OVERLAPS WITH,119864,490248
118348,OVERLAPS WITH,120124,490249
118348,OVERLAPS WITH,118339,490250
118348,OVERLAPS WITH,118371,490251
118348,OVERLAPS WITH,118370,490252
118348,OVERLAPS WITH,118373,490253
118348,OVERLAPS WITH,118372,490254
118348,OVERLAPS WITH,118375,490255
118348,OVERLAPS WITH,118374,490256
118348,OVERLAPS WITH,118377,490257
118348,OVERLAPS WITH,118379,490258
118348,OVERLAPS WITH,118378,490259
118348,OVERLAPS WITH,118381,490260
118348,OVERLAPS WITH,118380,490261
118348,SUPERSET OF,108414,490262
118348,OVERLAPS WITH,117132,490263
118348,OVERLAPS WITH,119441,490264
118348,OVERLAPS WITH,119443,490265
118348,OVERLAPS WITH,119442,490266
118348,OVERLAPS WITH,119445,490267
118348,OVERLAPS WITH,119444,490268
118348,OVERLAPS WITH,119447,490269
118348,OVERLAPS WITH,119446,490270
118348,OVERLAPS WITH,119449,490271
118348,OVERLAPS WITH,119448,490272
118348,OVERLAPS WITH,119451,490273
118348,OVERLAPS WITH,119450,490274
118348,OVERLAPS WITH,119453,490275
118348,OVERLAPS WITH,119452,490276
118348,OVERLAPS WITH,119455,490277
118348,OVERLAPS WITH,119454,490278
118348,OVERLAPS WITH,119457,490279
118348,OVERLAPS WITH,119456,490280
118348,OVERLAPS WITH,119459,490281
118348,OVERLAPS WITH,119715,490282
118348,OVERLAPS WITH,119458,490283
118348,OVERLAPS WITH,119461,490284
118348,OVERLAPS WITH,119460,490285
118348,OVERLAPS WITH,119462,490286
118348,OVERLAPS WITH,119468,490287
118348,OVERLAPS WITH,119471,490288
118348,OVERLAPS WITH,119472,490289
118348,OVERLAPS WITH,120251,490290
118348,OVERLAPS WITH,120253,490291
118348,OVERLAPS WITH,120252,490292
118348,OVERLAPS WITH,120255,490293
118348,OVERLAPS WITH,120254,490294
118348,OVERLAPS WITH,120256,490296
118348,OVERLAPS WITH,120259,490297
118348,OVERLAPS WITH,120258,490298
118348,OVERLAPS WITH,120261,490299
118348,OVERLAPS WITH,120260,490300
118348,OVERLAPS WITH,120263,490301
118348,OVERLAPS WITH,120262,490302
118348,OVERLAPS WITH,121033,490303
118348,OVERLAPS WITH,120265,490304
118348,OVERLAPS WITH,120264,490305
118348,OVERLAPS WITH,121035,490306
118348,OVERLAPS WITH,120267,490307
118348,OVERLAPS WITH,120266,490308
118348,OVERLAPS WITH,121034,490309
118348,OVERLAPS WITH,120269,490310
118348,OVERLAPS WITH,121037,490311
118348,OVERLAPS WITH,120268,490312
