prod_pat_id,product_id,patent_no,patent_expire_date,drug_substance_flag,drug_product_flag,patent_use_code,delist_flag,submission_date
7774,PRODUCT_021964_002,8247425,2030-12-31,0,0,U-1185,0,
7775,PRODUCT_021964_002,8552025,2024-04-08,0,1,,0,2013-10-22
7785,PRODUCT_021976_003,8518987,2024-02-16,1,1,,0,2013-09-19
7790,PRODUCT_021977_005,7662788,2023-02-24,0,0,U-727,0,
7791,PRODUCT_021977_005,7671030,2023-02-24,0,1,U-727,0,
7795,PRODUCT_021977_004,7655630,2023-02-24,1,0,,0,
7797,PRODUCT_021977_003,7655630,2023-02-24,1,0,,0,
7798,PRODUCT_021977_002,7659253,2023-02-24,1,1,U-727,0,
7800,PRODUCT_021977_002,7687466,2023-02-24,0,1,,0,
7810,PRODUCT_021986_002,7491725,2026-03-28,1,1,,0,
7815,PRODUCT_203414_001,8173663,2025-03-15,0,0,U-1338,0,
7817,PRODUCT_203491_001,7947295,2024-06-08,0,1,,0,2013-02-15
7819,PRODUCT_203568_001,7101993,2023-09-05,1,0,,0,
7823,PRODUCT_204353_004,7943582,2029-02-26,1,1,U-493,0,2014-09-04
7824,PRODUCT_204353_004,8513202,2027-12-03,1,1,U-493,0,2014-09-04
7830,PRODUCT_203858_001,7932268,2027-08-19,0,0,U-1316,0,2013-01-14
7839,PRODUCT_204026_003,8828427,2031-06-21,1,1,,0,2014-09-29
7841,PRODUCT_204026_002,8673939,2023-05-15,0,0,U-1360,0,2014-04-09
7842,PRODUCT_204026_002,8828427,2031-06-21,1,1,,0,2014-09-29
7851,PRODUCT_204275_001,8113199,2027-10-23,0,1,,0,2013-06-04
7853,PRODUCT_204822_001,8754123,2029-05-19,0,1,,0,2014-07-15
7854,PRODUCT_201292_001,8426586,2029-10-10,1,0,,0,2013-08-01
7858,PRODUCT_204824_002,8480631,2030-03-19,0,1,U-1442,0,
7860,PRODUCT_204824_001,8480631,2030-03-19,0,1,U-1442,0,2013-11-04
7861,PRODUCT_204824_001,8021335,2026-10-04,0,1,,0,2013-11-04
7864,PRODUCT_203496_003,8349892,2031-01-22,0,1,,0,2014-01-09
7866,PRODUCT_203496_002,8252839,2024-05-24,0,1,,0,2014-01-13
7868,PRODUCT_203496_002,8349892,2031-01-22,0,1,,0,2014-01-09
7869,PRODUCT_203496_004,8410169,2030-02-13,0,1,,0,2014-01-09
7870,PRODUCT_203496_001,7544713,2024-07-14,0,0,U-1475,0,2014-01-09
7874,PRODUCT_204168_001,RE43879,2026-01-11,0,0,U-839,0,2013-08-15
7875,PRODUCT_205776_003,8664231,2029-06-01,0,0,U-1442,0,2014-07-31
7876,PRODUCT_205776_007,8664231,2029-06-01,0,0,U-1442,0,2014-07-31
7877,PRODUCT_205122_001,8652527,2033-03-19,0,1,,0,2014-03-12
7878,PRODUCT_205437_003,6962940,2023-03-19,0,0,U-1504,0,2014-04-15
7879,PRODUCT_205437_002,8802717,2023-03-19,0,0,U-1561,0,2014-08-29
7881,PRODUCT_205123_001,7671032,2025-05-19,1,1,,0,
7882,PRODUCT_203975_001,RE44874,2023-03-23,1,1,U-1476,0,2014-05-14
7883,PRODUCT_203975_001,7498440,2025-04-27,1,1,,0,2014-01-09
7885,PRODUCT_022416_004,8372431,2030-04-17,0,1,,0,
7887,PRODUCT_203137_002,8691185,2023-01-24,0,0,U-336,0,2014-05-28
7889,PRODUCT_202293_001,8501698,2027-06-20,0,1,U-493,0,2014-02-05
7890,PRODUCT_204623_001,8546450,2030-08-09,0,0,U-1435,0,2014-02-25
7891,PRODUCT_204623_001,8618164,2029-07-10,0,0,U-1477,0,2014-02-25
7892,PRODUCT_205625_002,8113199,2027-10-23,0,1,,0,2014-08-28
7894,PRODUCT_205625_001,8161968,2028-02-05,0,1,,0,2014-08-28
7895,PRODUCT_202057_001,8293727,2030-02-09,0,0,U-1287,0,
7896,PRODUCT_202057_001,8563608,2030-04-29,0,0,U-1287,0,2013-10-22
7898,PRODUCT_202080_002,7201920,2025-03-16,0,1,,0,2011-07-14
7907,PRODUCT_202192_004,8822481,2028-06-12,0,0,U-1573,0,2014-09-24
7908,PRODUCT_202192_004,8415362,2027-12-24,1,1,,0,
7910,PRODUCT_202192_001,8822481,2028-06-12,0,0,U-1573,0,2014-09-24
7911,PRODUCT_202258_001,8119602,2027-03-17,0,0,U-1233,0,2012-03-21
7913,PRODUCT_202278_001,7973058,2027-04-12,0,0,U-1328,0,2013-02-15
7917,PRODUCT_202343_006,7326708,2026-04-11,1,1,U-1188,0,
7920,PRODUCT_202343_005,7326708,2026-04-11,1,1,U-1188,0,
7925,PRODUCT_202343_003,7326708,2026-04-11,1,1,U-1188,0,
7929,PRODUCT_202344_001,7964212,2023-03-06,1,1,,0,2012-07-13
7937,PRODUCT_204308_001,8568747,2032-11-06,0,1,,0,2013-10-31
7938,PRODUCT_201635_001,8663683,2027-11-16,0,1,U-106,0,
7940,PRODUCT_203108_001,7837235,2028-03-13,0,1,,0,2014-08-15
7941,PRODUCT_203108_001,7786111,2023-11-10,0,1,,0,2014-08-15
7942,PRODUCT_205579_001,8685460,2023-02-15,0,0,U-1546,0,2014-08-08
7987,PRODUCT_021254_001,7500444*PED,2026-08-26,0,0,,0,
7996,PRODUCT_021323_002,7420069*PED,2023-02-12,0,0,,0,
8002,PRODUCT_020835_005,7718634*PED,2023-11-06,0,0,,0,
8019,PRODUCT_020610_001,7452872*PED,2027-02-24,0,0,,0,
8025,PRODUCT_020845_003,8431163*PED,2029-12-30,0,0,,0,
8026,PRODUCT_020845_003,8573209*PED,2031-07-06,0,0,,0,
8027,PRODUCT_020845_003,8846112*PED,2029-12-30,0,0,,0,
8028,PRODUCT_020845_002,8573210*PED,2031-07-06,0,0,,0,
8081,PRODUCT_022020_001,7550153*PED,2025-03-30,0,0,,0,
8088,PRODUCT_021035_003,8802142*PED,2031-12-07,0,0,,0,
8089,PRODUCT_021038_003,8648106*PED,2032-07-04,0,0,,0,
8101,PRODUCT_021372_002,7947724*PED,2024-07-30,0,0,,0,
8102,PRODUCT_021372_001,8518981*PED,2024-07-30,0,0,,0,
8120,PRODUCT_021436_004,8642760*PED,2023-03-25,0,0,,0,
8121,PRODUCT_021436_001,8580796*PED,2023-03-25,0,0,,0,
8134,PRODUCT_021546_001,6790837*PED,2023-10-05,0,0,,0,
8143,PRODUCT_021729_005,8642760*PED,2023-03-25,0,0,,0,
8145,PRODUCT_021729_002,8017615*PED,2024-12-16,0,0,,0,
8151,PRODUCT_021861_001,7977376*PED,2023-08-02,0,0,,0,
8153,PRODUCT_022181_001,7727987*PED,2025-05-17,0,0,,0,
8159,PRODUCT_022287_002,8105626*PED,2027-03-27,0,0,,0,
8160,PRODUCT_022287_001,6664276*PED,2023-07-30,0,0,,0,
8161,PRODUCT_022287_001,8173158*PED,2030-09-17,0,0,,0,
8162,PRODUCT_022287_001,8461187*PED,2026-07-17,0,0,,0,
8184,PRODUCT_203985_002,8617598*PED,2023-03-27,0,0,,0,
8188,PRODUCT_020696_001,7553863,2027-06-30,1,1,,0,
8230,PRODUCT_020800_001,7621891,2025-02-04,0,1,,0,
8238,PRODUCT_020832_007,7241065,2023-03-14,0,1,,0,
8240,PRODUCT_020832_002,7241065,2023-03-14,0,1,,0,
8246,PRODUCT_019734_005,7659291,2027-04-18,0,0,U-1029,0,
8247,PRODUCT_019734_005,8455524,2027-04-18,0,0,U-1029,0,
8248,PRODUCT_019734_005,7612102,2027-12-26,0,1,,0,
8275,PRODUCT_020610_001,7625884,2026-08-24,0,0,U-141,0,
8281,PRODUCT_020845_003,8431163,2029-06-30,0,0,U-1286,0,
8282,PRODUCT_020845_002,8431163,2029-06-30,0,0,U-1286,0,2013-05-01
8284,PRODUCT_020845_002,8776795,2031-01-06,0,1,U-1226,0,2014-07-23
8285,PRODUCT_020845_002,8846112,2029-06-30,0,0,U-1286,0,2014-10-02
8288,PRODUCT_020866_001,8613947,2032-04-30,0,1,U-976,0,2014-02-03
8289,PRODUCT_020866_001,8137992,2023-07-25,0,0,U-1433,0,2013-04-19
8334,PRODUCT_021897_001,7919499,2029-10-15,0,0,U-1124,0,2011-05-16
8335,PRODUCT_021902_001,7858662,2026-10-02,0,1,U-172,0,2011-08-03
8342,PRODUCT_021908_002,8748481,2025-09-01,0,0,U-1519,0,2014-06-20
8343,PRODUCT_021908_002,8026393,2027-10-25,0,1,,0,
8344,PRODUCT_021908_002,8338639,2027-01-23,0,1,,0,
8348,PRODUCT_021924_008,7723390,2024-03-14,0,1,,0,2010-05-27
8349,PRODUCT_021924_007,7723390,2024-03-14,0,1,,0,2010-05-27
8350,PRODUCT_021925_002,8071130,2028-06-08,0,1,,0,
8351,PRODUCT_021925_002,7700128,2027-01-30,0,1,,0,
8354,PRODUCT_021929_002,8528545,2028-10-16,0,1,,0,2013-10-09
8358,PRODUCT_018613_001,7977324,2026-08-14,0,1,,0,2011-08-08
8395,PRODUCT_019430_002,7449012,2025-09-11,0,1,,0,
8406,PRODUCT_021947_005,7862833,2028-06-15,0,1,,0,2011-04-25
8411,PRODUCT_021947_003,8119158,2024-12-30,0,1,,0,
8412,PRODUCT_021947_003,7862832,2028-06-15,0,1,,0,
8413,PRODUCT_021947_002,8092832,2024-12-30,0,1,,0,
8415,PRODUCT_021947_001,7862833,2028-06-15,0,1,,0,2011-04-25
8424,PRODUCT_021964_001,8822490,2029-09-30,0,1,U-1185,0,2014-09-22
8425,PRODUCT_021964_001,8552025,2024-04-08,0,1,,0,2013-10-22
8431,PRODUCT_021976_005,8518987,2024-02-16,1,1,,0,2013-09-19
8474,PRODUCT_021272_004,8653137,2028-09-05,0,0,U-1437,0,2014-02-18
8475,PRODUCT_021272_004,7999007,2029-03-29,0,1,U-1437,0,
8476,PRODUCT_021272_003,7999007,2029-03-29,0,1,U-1437,0,
8477,PRODUCT_021272_002,8658694,2028-09-05,0,0,U-1437,0,2014-02-25
8478,PRODUCT_021272_001,8653137,2028-09-05,0,0,U-1437,0,2014-02-18
8479,PRODUCT_021272_001,7999007,2029-03-29,0,1,U-1437,0,2011-08-23
8490,PRODUCT_021301_009,7101569,2023-10-02,0,0,U-759,0,
8537,PRODUCT_021361_001,8158644,2024-06-19,0,1,,0,2012-05-08
8538,PRODUCT_021361_001,8835452,2024-06-19,1,1,,0,2014-10-01
8547,PRODUCT_021372_002,7960424,2024-01-30,0,1,,0,
8548,PRODUCT_021372_001,7947725,2024-01-30,0,1,,0,
8549,PRODUCT_021372_001,8598219,2024-01-30,0,1,,0,
8558,PRODUCT_021400_001,8273876,2027-07-23,0,0,U-1288,0,2012-10-24
8573,PRODUCT_021436_004,8759350,2027-03-02,0,0,U-1529,0,2014-07-22
8575,PRODUCT_021436_002,8759350,2027-03-02,0,0,U-1529,0,2014-07-22
8579,PRODUCT_021669_001,7066916,2024-02-17,0,0,U-737,0,
8605,PRODUCT_021729_003,8759350,2027-03-02,0,0,U-1529,0,2014-07-22
8615,PRODUCT_021747_001,7284474,2024-08-26,0,1,,0,2011-11-02
8617,PRODUCT_021748_002,7780987,2025-03-23,1,1,,0,
8620,PRODUCT_021752_001,8592397,2024-01-13,0,1,U-248,0,
8621,PRODUCT_021752_001,8716264,2024-01-13,0,1,U-257,0,2014-05-30
8630,PRODUCT_021445_001,7612058,2025-10-30,0,0,U-1027,0,
8631,PRODUCT_021445_001,7612058,2025-10-30,0,0,U-1173,0,
8638,PRODUCT_021453_003,7135465,2023-02-18,0,1,U-167,0,
8639,PRODUCT_021453_002,7135465,2023-02-18,0,1,U-167,0,
8640,PRODUCT_021453_001,7135465,2023-02-18,0,1,U-167,0,
8641,PRODUCT_021455_002,7192938,2023-05-06,0,0,U-798,0,
8642,PRODUCT_021455_002,7410957,2023-05-06,0,0,U-887,0,
8643,PRODUCT_021468_002,7465465,2024-08-26,0,1,,0,
8661,PRODUCT_021528_001,8207215,2024-05-28,0,0,U-1251,0,2012-07-23
8678,PRODUCT_021549_002,8258132,2027-09-26,0,1,U-901,0,
8704,PRODUCT_021610_002,7276250,2023-02-04,0,1,U-826,0,
8705,PRODUCT_021610_001,7276250,2023-02-04,0,1,U-826,0,
8711,PRODUCT_021633_003,7572779,2025-10-02,0,0,U-904,0,
8713,PRODUCT_021641_001,7815942,2027-08-27,1,1,U-219,0,2010-11-08
8715,PRODUCT_021660_001,8034375,2026-08-13,0,0,U-1290,0,2012-10-24
8720,PRODUCT_021777_002,7829121,2023-11-14,0,0,U-1088,0,
8733,PRODUCT_021817_001,7932241,2028-02-05,0,1,,0,2011-05-25
8734,PRODUCT_021821_001,7879828,2029-02-05,0,1,,0,
8735,PRODUCT_021829_003,8246979,2027-09-01,0,1,U-1273,0,
8737,PRODUCT_021840_001,7615545,2023-06-15,0,0,U-1,0,
8745,PRODUCT_021875_002,7132570,2023-12-18,1,1,,0,
8756,PRODUCT_021880_004,7465800,2027-04-27,1,1,,0,
8758,PRODUCT_021880_003,7855217,2024-11-24,1,1,,0,2012-01-17
8775,PRODUCT_022200_001,7563871,2024-04-15,0,1,,0,
8784,PRODUCT_022224_001,7259186,2025-01-07,1,0,,0,
8785,PRODUCT_022239_001,8287489,2024-12-06,0,1,,0,2012-11-16
8788,PRODUCT_022239_001,8241243,2023-08-10,0,1,,0,2012-08-31
8791,PRODUCT_022249_004,8445524,2029-03-26,1,0,,0,2013-09-17
8792,PRODUCT_022249_002,8791270,2026-01-12,0,1,U-1542,0,2014-07-29
8794,PRODUCT_022252_001,8071577,2026-05-13,0,1,U-1,0,2011-12-30
8798,PRODUCT_022260_002,8598227,2027-02-02,0,0,,0,
8799,PRODUCT_022260_002,8318802,2027-03-15,0,1,,0,
8810,PRODUCT_022272_003,8808741,2027-08-24,0,0,U-1556,0,2014-08-19
8811,PRODUCT_022272_002,8808741,2027-08-24,0,0,U-1556,0,2014-08-19
8821,PRODUCT_022287_001,6664276,2023-01-30,1,1,U-950,0,
8822,PRODUCT_022287_001,6664276,2023-01-30,1,1,U-951,0,
8823,PRODUCT_022287_001,8105626,2026-09-27,0,1,,0,2012-02-28
8824,PRODUCT_022287_001,8461187,2026-01-17,0,1,,0,
8829,PRODUCT_022291_003,8062665,2027-08-01,0,1,U-1306,0,2011-12-07
8831,PRODUCT_022291_002,8052994,2027-08-01,0,1,U-1306,0,2011-12-07
8832,PRODUCT_022291_001,7547719,2025-07-13,1,1,U-1306,0,
8834,PRODUCT_022304_003,7994364,2025-06-27,1,1,U-931,0,
8836,PRODUCT_022304_002,7994364,2025-06-27,1,1,U-931,0,
8837,PRODUCT_022309_003,8466138,2026-10-12,0,0,U-1103,0,2013-06-24
8838,PRODUCT_022309_002,8759329,2026-10-12,0,1,,0,2014-07-09
8843,PRODUCT_022321_002,8158156,2027-06-19,0,0,U-1510,0,
8844,PRODUCT_022321_002,7682633,2027-06-19,0,0,U-1510,0,
8845,PRODUCT_022321_001,8158156,2027-06-19,0,0,U-1510,0,2012-05-10
8846,PRODUCT_022321_006,8685443,2025-07-03,0,0,U-1508,0,
8847,PRODUCT_022321_006,8685444,2025-07-03,0,1,,0,
8848,PRODUCT_022321_004,8685444,2025-07-03,0,1,,0,
8849,PRODUCT_022325_002,7635773,2029-03-13,0,1,,0,
8850,PRODUCT_022328_002,7658945,2027-04-15,0,1,U-1194,0,
8851,PRODUCT_022328_002,8252809,2025-02-16,0,1,,0,
8855,PRODUCT_022350_002,RE44186,2023-07-31,1,1,U-995,0,
8856,PRODUCT_022360_001,8501164,2029-06-14,0,1,,0,2013-09-05
8864,PRODUCT_022369_001,8038988,2023-08-25,1,1,U-1208,0,2011-10-31
8876,PRODUCT_022418_002,7569612,2027-08-20,0,0,U-1000,0,
8877,PRODUCT_022418_002,7915247,2027-08-20,0,0,U-1000,0,
8878,PRODUCT_022421_006,7695734,2028-04-26,0,1,,0,2011-06-30
8879,PRODUCT_022421_002,7695734,2028-04-26,0,1,,0,
8880,PRODUCT_022425_001,8410167,2029-04-16,0,0,U-1388,0,2013-04-30
8887,PRODUCT_022426_002,7807689,2028-06-27,1,1,U-1337,0,
8888,PRODUCT_022426_002,8173663,2025-03-15,0,0,U-1338,0,
8890,PRODUCT_022426_001,7807689,2028-06-27,1,1,U-1337,0,
8892,PRODUCT_022428_001,8450311,2029-05-29,0,1,,0,2013-06-10
8893,PRODUCT_022430_001,8791160,2025-03-04,0,1,U-1182,0,2014-08-25
8895,PRODUCT_022434_001,7589106,2027-09-26,0,1,U-1163,0,2011-07-20
8898,PRODUCT_022468_002,8299078,2025-05-31,0,0,U-1004,0,
8900,PRODUCT_022483_001,8598196,2029-08-18,0,0,U-1455,0,2013-12-11
8903,PRODUCT_022502_001,7998467,2028-05-31,0,1,U-1078,0,2011-08-19
8916,PRODUCT_022519_001,8067451,2026-07-18,0,1,U-1196,0,2011-11-30
8917,PRODUCT_022522_001,8618142,2024-03-08,0,1,,0,2014-01-30
8926,PRODUCT_022544_001,7438927,2024-02-26,0,0,U-1114,0,2011-03-28
8927,PRODUCT_022545_004,8613949,2029-12-21,0,1,,0,
8929,PRODUCT_022545_002,8613949,2029-12-21,0,1,,0,
8930,PRODUCT_022545_001,8613949,2029-12-21,0,1,,0,
8944,PRODUCT_050801_001,7374747,2024-01-23,0,1,U-921,0,
8946,PRODUCT_050808_008,7790705,2025-06-24,0,0,U-1078,0,
8947,PRODUCT_050808_007,8252776,2025-06-24,0,0,U-124,0,
8948,PRODUCT_050808_007,8268804,2025-06-24,0,0,U-1078,0,
8949,PRODUCT_050808_005,7790705,2025-06-24,0,0,U-1078,0,
8950,PRODUCT_050808_004,8268804,2025-06-24,0,0,U-1078,0,
8951,PRODUCT_050808_002,8268804,2025-06-24,0,0,U-1078,0,
8952,PRODUCT_050813_001,8357394,2026-12-08,0,1,,0,2013-01-30
8953,PRODUCT_050818_001,7795316,2028-08-03,0,1,U-1082,0,2010-09-30
8954,PRODUCT_050684_004,7915229,2023-04-14,0,1,,0,
8955,PRODUCT_050684_003,7915229,2023-04-14,0,1,,0,
8960,PRODUCT_050750_002,7915229,2023-04-14,0,1,,0,
8970,PRODUCT_201444_001,8568793,2031-12-24,1,1,,0,2013-11-01
8971,PRODUCT_201655_007,8075872,2023-11-20,0,1,,0,
8972,PRODUCT_201655_007,8309122,2023-02-04,0,1,,0,
8973,PRODUCT_201655_006,8309060,2023-11-20,0,1,,0,
8974,PRODUCT_201655_006,8192722,2025-09-15,0,1,,0,
8975,PRODUCT_201655_005,8114383,2024-08-08,0,1,,0,
8976,PRODUCT_201655_005,8329216,2023-02-04,0,1,,0,
8977,PRODUCT_201655_003,7851482,2029-07-10,1,0,,0,
8978,PRODUCT_201655_003,8309060,2023-11-20,0,1,,0,
8979,PRODUCT_201655_002,8114383,2024-08-08,0,1,,0,
8980,PRODUCT_201655_001,8309122,2023-02-04,0,1,,0,2012-11-13
8982,PRODUCT_201739_002,8016788,2025-03-21,0,1,,0,
8983,PRODUCT_201739_002,8313466,2024-11-23,0,1,,0,
8984,PRODUCT_201739_002,7749194,2028-10-30,0,1,,0,
8985,PRODUCT_201739_001,7731686,2026-06-01,0,1,,0,2013-02-22
8987,PRODUCT_201922_005,7544373,2027-04-02,0,1,,0,
8988,PRODUCT_201922_003,7790705,2025-06-24,0,0,U-124,0,
8989,PRODUCT_201922_001,7541347,2027-04-02,0,0,U-917,0,2013-04-17
8990,PRODUCT_201922_001,8268804,2025-06-24,0,0,U-124,0,2013-04-17
8991,PRODUCT_202008_002,8506929,2027-04-30,1,1,U-1423,0,
8992,PRODUCT_202020_003,8168218,2028-01-07,0,1,U-1269,0,2012-08-22
8994,PRODUCT_202020_001,8309124,2024-04-23,0,0,U-1292,0,2012-11-13
9000,PRODUCT_200327_001,8247400,2031-02-10,0,1,U-282,0,
9003,PRODUCT_200533_005,8309060,2023-11-20,0,1,U-1178,0,
9004,PRODUCT_200533_004,8420056,2023-11-20,0,1,,0,
9005,PRODUCT_200533_004,8075872,2023-11-20,0,1,,0,
9006,PRODUCT_200533_003,8114383,2024-10-10,0,1,,1,
9007,PRODUCT_200533_003,8420056,2023-11-20,0,1,,0,
9009,PRODUCT_200533_002,7994364,2025-06-27,1,1,U-1276,0,
9012,PRODUCT_200533_002,8420056,2023-11-20,0,1,,0,
9013,PRODUCT_200533_001,7994364,2025-06-27,1,1,U-1178,0,2011-09-02
9014,PRODUCT_200533_001,8420056,2023-11-20,0,1,,0,2013-05-02
9015,PRODUCT_200603_004,8729085,2026-05-26,0,1,,0,2014-05-29
9016,PRODUCT_200603_001,8729085,2026-05-26,0,1,,0,2014-05-29
9024,PRODUCT_204671_001,8580765,2028-03-21,1,1,U-1470,0,
9025,PRODUCT_205065_001,RE43797,2024-11-17,0,0,U-1590,0,2014-10-14
9028,PRODUCT_205787_001,8206360,2027-02-27,0,1,,0,2014-05-23
9029,PRODUCT_205787_001,7731690,2025-01-15,0,1,,0,2014-05-23
9031,PRODUCT_205388_001,8586633,2023-07-30,0,1,,0,2014-06-13
9033,PRODUCT_206256_001,6888027,2026-08-10,1,1,U-1544,0,2014-08-01
9036,PRODUCT_202611_002,7982049,2023-11-04,0,1,,0,
9039,PRODUCT_202788_007,8486972,2030-04-27,0,1,,0,2013-07-30
9040,PRODUCT_202788_004,8486973,2030-04-27,0,0,U-55,0,2013-07-30
9041,PRODUCT_202788_003,8835460,2027-01-25,0,1,U-55,0,2014-09-24
9042,PRODUCT_202799_007,7414105,2024-05-12,1,1,U-1238,0,
9043,PRODUCT_202799_007,7919461,2026-06-02,0,0,U-1238,0,
9044,PRODUCT_202799_006,7528104,2024-05-12,1,1,,0,
9045,PRODUCT_202799_004,7919461,2026-06-02,0,0,U-1238,0,
9046,PRODUCT_202799_004,7919118,2024-05-12,1,1,,0,
9047,PRODUCT_202799_001,7528104,2024-05-12,1,1,,0,2012-04-25
9048,PRODUCT_202806_002,7994185,2030-01-20,1,1,U-1406,0,2013-06-13
9049,PRODUCT_202806_001,7994185,2030-01-20,1,1,U-1406,0,2013-06-13
9051,PRODUCT_202811_001,7745409,2024-01-28,1,1,,0,2012-09-18
9052,PRODUCT_202813_001,7780038,2027-01-24,0,1,,0,
9053,PRODUCT_202833_001,8372828,2026-12-18,0,1,,0,2013-03-08
9054,PRODUCT_202834_004,6949571,2024-06-08,1,1,U-106,0,2012-11-19
9058,PRODUCT_202971_002,8759351,2023-08-06,0,1,U-1530,0,2014-07-22
9059,PRODUCT_202971_002,8338428,2023-08-06,0,1,U-543,0,
9063,PRODUCT_203100_001,8148374,2029-09-03,1,1,U-1279,0,
9064,PRODUCT_203214_001,6965027,2023-03-25,1,0,,0,2012-11-30
9065,PRODUCT_203284_001,8642012,2030-09-22,0,0,U-1383,0,2014-02-27
9066,PRODUCT_203341_001,7919625,2025-12-11,0,1,,0,2012-09-25
9067,PRODUCT_203388_001,7888364,2028-11-11,1,1,,0,2012-02-27
9073,PRODUCT_021977_005,7659254,2023-02-24,0,0,U-1034,0,
9075,PRODUCT_021977_005,7713936,2023-02-24,0,0,U-727,0,
9076,PRODUCT_021977_004,7659253,2023-02-24,1,1,U-727,0,
9077,PRODUCT_021977_004,7687466,2023-02-24,0,1,,0,
9078,PRODUCT_021977_003,7713936,2023-02-24,0,0,U-727,0,
9079,PRODUCT_021977_003,7718619,2023-02-24,0,1,U-842,0,
9080,PRODUCT_021977_003,7723305,2023-02-24,0,1,U-842,0,
9087,PRODUCT_021986_005,8680103,2025-02-04,0,1,,0,2014-04-14
9088,PRODUCT_021986_004,8680103,2025-02-04,0,1,,0,2014-04-14
9089,PRODUCT_021986_004,7491725,2026-03-28,1,1,,0,
9094,PRODUCT_021986_001,7491725,2026-03-28,1,1,,0,
9095,PRODUCT_021991_001,7456219,2027-03-11,1,0,,0,
9098,PRODUCT_021992_001,8269040,2027-07-05,1,0,,0,
9099,PRODUCT_021994_001,8268299,2029-10-13,0,1,,0,2012-09-24
9113,PRODUCT_022012_004,7268156,2023-06-27,1,1,U-313,0,
9114,PRODUCT_022013_001,8460641,2028-11-05,0,1,U-1410,0,2013-07-02
9116,PRODUCT_022020_001,7553498,2024-09-30,0,0,U-859,0,
9122,PRODUCT_022030_001,7807715,2027-06-07,0,1,U-913,0,
9139,PRODUCT_022068_002,8389537,2026-07-18,0,0,U-1374,0,
9140,PRODUCT_022068_002,8415363,2026-07-18,1,1,U-1407,0,
9143,PRODUCT_022076_001,7981877,2025-01-23,0,1,,0,2011-08-18
9159,PRODUCT_022088_001,8791097,2032-05-10,0,0,U-1550,0,2014-08-22
9165,PRODUCT_022108_002,7662407,2026-06-27,0,1,,0,
9166,PRODUCT_022108_001,7569610,2026-06-27,0,0,U-997,0,
9167,PRODUCT_022108_001,7662407,2026-06-27,0,1,,0,
9168,PRODUCT_022110_002,7531623,2027-01-01,1,0,,0,
9177,PRODUCT_021038_002,8338470,2032-01-04,0,1,,0,2013-05-21
9188,PRODUCT_021060_004,8653033,2024-10-01,0,0,U-48,0,2014-02-19
9190,PRODUCT_021060_002,8653033,2024-10-01,0,0,U-48,0,2014-02-19
9191,PRODUCT_021060_002,8765680,2024-10-01,0,0,U-48,0,2014-07-02
9192,PRODUCT_021060_001,8765680,2024-10-01,0,0,U-55,0,2014-07-02
9259,PRODUCT_021223_003,8324189,2025-05-29,0,0,U-53,0,2012-12-21
9287,PRODUCT_021254_002,7832351,2023-06-19,0,1,,0,
9371,PRODUCT_021361_001,7906542,2025-06-01,1,1,,0,2011-04-07
9379,PRODUCT_021372_002,8518981,2024-01-30,0,1,,0,2013-09-03
9381,PRODUCT_021372_001,7947724,2024-01-30,0,1,,0,2011-05-27
9391,PRODUCT_021400_003,8273876,2027-07-23,0,0,U-1288,0,
9403,PRODUCT_021433_003,7500444,2026-02-26,0,1,,0,
9407,PRODUCT_021433_002,7832351,2023-06-19,0,1,,0,
9412,PRODUCT_021436_003,8017615,2024-06-16,0,1,,0,
9414,PRODUCT_021436_002,8017615,2024-06-16,0,1,,0,
9446,PRODUCT_021747_001,7396341,2026-10-10,0,1,,0,2011-11-02
9453,PRODUCT_021758_001,8232264,2023-03-09,0,1,,0,2012-08-02
9469,PRODUCT_021454_001,8178518,2023-04-21,0,1,,0,2012-05-15
9470,PRODUCT_021455_002,7718634,2023-05-06,0,0,U-642,0,
9473,PRODUCT_021457_001,8132712,2028-09-07,0,1,,0,2012-03-27
9485,PRODUCT_021514_003,8632802,2025-10-07,0,1,,0,2014-02-04
9493,PRODUCT_021528_001,8008338,2027-05-24,1,1,U-1181,0,2011-09-23
9505,PRODUCT_021549_003,8258132,2027-09-26,0,1,U-901,0,
9523,PRODUCT_021610_007,7276250,2023-02-04,0,1,U-826,0,
9534,PRODUCT_021641_001,7572834,2026-12-05,0,1,,0,
9535,PRODUCT_021642_001,7404489,2024-03-12,0,1,,0,
9538,PRODUCT_021656_002,7320802,2023-02-21,0,0,U-847,0,
9539,PRODUCT_021656_002,7276249,2023-02-21,0,1,,0,
9546,PRODUCT_021660_001,8138229,2023-12-09,0,1,U-1092,0,2012-03-27
9547,PRODUCT_021660_001,8138229,2023-12-09,0,1,U-1290,0,2012-03-27
9554,PRODUCT_021777_002,7387793,2025-02-26,0,1,,0,
9555,PRODUCT_021777_001,7544372,2023-11-14,0,0,U-979,0,
9556,PRODUCT_021778_001,7101576,2024-04-22,0,0,U-755,0,
9566,PRODUCT_021829_006,8617591,2023-07-22,0,1,U-1474,0,2014-01-09
9568,PRODUCT_021829_004,8246979,2027-09-01,0,1,U-1272,0,
9570,PRODUCT_021829_002,8246980,2025-11-27,0,1,,0,
9572,PRODUCT_021829_001,8617591,2023-07-22,0,1,U-1474,0,2014-01-09
9573,PRODUCT_021829_001,8246980,2025-11-27,0,1,,0,2012-09-11
9577,PRODUCT_021856_002,7361676,2024-03-08,0,1,,0,
