prod_pat_id,product_id,patent_no,patent_expire_date,drug_substance_flag,drug_product_flag,patent_use_code,delist_flag,submission_date
257,PRODUCT_050805_001,8394406,2024-04-07,0,1,U-925,0,2013-03-25
259,PRODUCT_050808_008,8268804,2025-06-24,0,0,U-1078,0,
260,PRODUCT_050808_007,7919483,2027-03-07,0,0,U-1078,0,
262,PRODUCT_050808_006,8268804,2025-06-24,0,0,U-1078,0,
264,PRODUCT_050808_003,7790705,2025-06-24,0,0,U-1078,0,
265,PRODUCT_050808_001,8252776,2025-06-24,0,0,U-124,0,2012-08-28
268,PRODUCT_050819_001,8663699,2029-06-03,0,0,U-124,0,2014-03-06
269,PRODUCT_050684_004,6900184,2023-04-14,0,1,U-282,0,
270,PRODUCT_050684_001,8133883,2023-04-14,0,1,U-282,0,2012-04-11
282,PRODUCT_201280_001,8178541,2023-08-12,0,0,U-1245,0,2012-06-08
285,PRODUCT_201281_003,8119648,2023-08-12,0,0,U-802,0,
287,PRODUCT_201655_004,8309060,2023-11-20,0,1,,0,
288,PRODUCT_201655_004,8075872,2023-11-20,0,1,,0,
289,PRODUCT_201655_004,8309122,2023-02-04,0,1,,0,
290,PRODUCT_201655_002,8192722,2025-09-15,0,1,,0,
291,PRODUCT_201655_001,8329216,2023-02-04,0,1,,0,2012-12-11
293,PRODUCT_201699_001,7378508,2027-07-31,1,1,,0,2011-08-29
294,PRODUCT_201739_002,8425462,2024-11-23,0,1,,0,
295,PRODUCT_201922_005,8268804,2025-06-24,0,0,U-124,0,
296,PRODUCT_201922_003,7541347,2027-04-02,0,0,U-917,0,
297,PRODUCT_201922_003,7919483,2027-03-07,0,0,U-124,0,
299,PRODUCT_202008_003,8506929,2027-04-30,1,1,U-1423,0,
300,PRODUCT_202008_003,7687052,2027-04-30,1,1,,0,
301,PRODUCT_202008_002,7687052,2027-04-30,1,1,,0,
302,PRODUCT_202022_001,7638522,2023-04-14,0,1,,0,2011-06-16
307,PRODUCT_200533_005,7994364,2025-06-27,1,1,U-1276,0,
308,PRODUCT_200533_005,8309060,2023-11-20,0,1,U-1276,0,
310,PRODUCT_200533_003,7994364,2025-06-27,1,1,U-1276,0,
313,PRODUCT_200533_001,8075872,2023-11-20,0,1,,0,2012-01-09
328,PRODUCT_205787_001,8425462,2024-11-23,0,1,,0,2014-05-23
329,PRODUCT_205787_001,8231573,2028-11-25,0,1,,0,2014-05-23
330,PRODUCT_205787_001,8021344,2029-11-02,0,1,,0,2014-05-23
332,PRODUCT_205060_001,7960370,2026-12-20,0,1,,0,2014-06-03
334,PRODUCT_202570_001,8217057,2029-11-06,1,1,,0,2012-07-31
337,PRODUCT_202714_001,8207127,2025-04-14,0,0,U-1260,0,2012-08-09
338,PRODUCT_202714_001,8207125,2025-04-14,1,1,,0,2012-08-09
339,PRODUCT_202714_001,7737112,2027-12-07,0,1,,0,2012-08-09
342,PRODUCT_202799_008,7084245,2024-05-12,1,1,U-1238,0,
343,PRODUCT_202799_008,7414105,2024-05-12,1,1,U-1238,0,
344,PRODUCT_202799_005,7528104,2024-05-12,1,1,,0,
345,PRODUCT_202799_004,7528104,2024-05-12,1,1,,0,
346,PRODUCT_202799_003,7084245,2024-05-12,1,1,U-1238,0,
347,PRODUCT_202799_003,7550433,2026-06-02,0,0,U-1238,0,
348,PRODUCT_202799_002,7414105,2024-05-12,1,1,U-1238,0,
349,PRODUCT_202799_001,7550433,2026-06-02,0,0,U-1238,0,2012-04-25
350,PRODUCT_202799_001,7919118,2024-05-12,1,1,,0,2012-04-25
351,PRODUCT_202810_002,8617600,2027-04-13,0,1,,0,
352,PRODUCT_202810_001,8617600,2027-04-13,0,1,,0,
355,PRODUCT_202811_002,7704947,2024-01-28,1,1,,0,
356,PRODUCT_202811_002,7745409,2024-01-28,1,1,,0,
357,PRODUCT_202811_001,8110553,2024-01-28,0,0,U-1278,0,2012-09-18
358,PRODUCT_202811_001,7704947,2024-01-28,1,1,,0,2012-09-18
359,PRODUCT_202833_002,8536163,2026-12-18,0,0,U-1440,0,2013-10-15
363,PRODUCT_202833_001,8716271,2026-12-18,0,0,U-1440,0,2014-05-28
364,PRODUCT_202834_001,6949571,2024-06-08,1,1,U-106,0,2012-11-19
367,PRODUCT_202895_001,8518987,2024-02-16,1,1,,0,2013-09-18
368,PRODUCT_203045_002,7754731,2029-03-11,1,1,U-257,0,
370,PRODUCT_203168_001,8754131,2024-01-16,0,1,,0,2014-06-30
371,PRODUCT_203188_001,8754224,2026-12-28,1,1,,0,2014-07-17
375,PRODUCT_203341_002,7767678,2026-11-23,1,1,,0,
376,PRODUCT_203341_001,7767678,2026-11-23,1,1,,0,2012-09-25
377,PRODUCT_203389_001,8026284,2027-09-22,0,0,U-1399,0,2013-05-24
381,PRODUCT_203469_002,8114874,2027-01-24,1,1,,0,
382,PRODUCT_203505_001,8772353,2024-02-13,0,0,U-1369,0,2014-07-23
388,PRODUCT_204353_001,8785403,2024-07-30,0,1,,0,2014-09-04
389,PRODUCT_204353_003,7943582,2029-02-26,1,1,U-493,0,2014-09-04
393,PRODUCT_203791_001,8791127,2027-03-23,0,1,U-1460,0,2014-08-06
394,PRODUCT_203858_003,7932268,2027-08-19,0,0,U-1316,0,
395,PRODUCT_203858_002,7932268,2027-08-19,0,0,U-1316,0,
396,PRODUCT_203858_001,8618135,2025-03-07,0,0,U-1316,0,2014-01-22
402,PRODUCT_204026_001,8673939,2023-05-15,0,0,U-1360,0,2014-04-09
403,PRODUCT_204026_001,8828427,2031-06-21,1,1,,0,2014-09-29
404,PRODUCT_204042_002,7943582,2029-02-26,1,1,U-493,0,2013-04-16
406,PRODUCT_204114_001,8580304,2032-01-28,0,1,,0,
408,PRODUCT_204275_001,RE44874,2023-03-23,1,1,U-1548,0,2014-06-27
409,PRODUCT_204275_001,8746242,2030-10-11,0,1,,0,2014-07-08
414,PRODUCT_204516_001,8658663,2029-04-06,1,1,U-904,0,2014-03-04
416,PRODUCT_201292_003,8545884,2029-12-19,0,1,,0,2013-10-28
418,PRODUCT_204824_003,8480631,2030-03-19,0,1,U-1442,0,
421,PRODUCT_204824_004,8562564,2026-01-24,0,1,,0,2013-11-04
422,PRODUCT_204824_001,8579865,2030-03-19,0,1,U-1442,0,2013-11-21
423,PRODUCT_204569_002,7951797,2029-11-20,1,1,U-620,0,2014-09-10
424,PRODUCT_204569_003,7951797,2029-11-20,1,1,U-620,0,2014-09-10
426,PRODUCT_203496_002,8497393,2028-12-15,1,0,,1,2014-01-09
433,PRODUCT_204168_003,RE43879,2026-01-11,0,0,U-839,0,2013-08-15
434,PRODUCT_204168_001,8481598,2031-03-02,0,0,U-839,0,2013-08-15
435,PRODUCT_205776_001,8664231,2029-06-01,0,0,U-1442,0,2014-07-31
436,PRODUCT_205122_003,8652527,2033-03-19,0,1,,0,2014-03-12
437,PRODUCT_022219_001,8338395,2027-05-08,0,0,U-1500,0,
439,PRODUCT_204031_001,8394408,2029-03-11,0,1,,0,2014-04-03
440,PRODUCT_205437_003,7208516,2023-03-19,0,0,U-1505,0,2014-04-15
441,PRODUCT_205437_002,8455536,2023-03-19,0,0,U-1505,0,2014-04-15
442,PRODUCT_205437_001,7208516,2023-03-19,0,0,U-1505,0,2014-04-15
443,PRODUCT_205123_001,8741926,2026-07-28,1,0,U-1467,0,2014-07-01
444,PRODUCT_205786_001,7754731,2029-03-11,1,1,U-257,0,2014-01-16
447,PRODUCT_203137_001,7351401,2023-01-24,1,1,U-336,0,2014-03-28
451,PRODUCT_205098_001,7814943,2027-11-19,0,1,U-1461,0,
453,PRODUCT_202293_002,8685934,2030-05-26,0,0,U-1522,0,2014-06-25
454,PRODUCT_202293_002,8221786,2028-03-21,0,1,,0,2014-02-05
455,PRODUCT_202293_001,8361972,2028-03-21,0,0,U-493,0,2014-02-05
456,PRODUCT_204623_001,8563613,2027-10-17,0,1,U-1488,0,2014-02-25
458,PRODUCT_204629_001,7579449,2028-08-01,1,0,,0,2014-08-15
462,PRODUCT_202057_001,8293728,2030-02-09,0,0,U-1287,0,
463,PRODUCT_202057_001,8314086,2030-02-09,0,0,U-1287,0,
464,PRODUCT_202057_001,8377920,2030-02-09,0,0,U-1287,0,
465,PRODUCT_202057_001,8617593,2030-04-29,0,0,U-1478,0,2014-01-14
466,PRODUCT_202057_001,8617594,2030-04-29,0,0,U-1287,0,
467,PRODUCT_202088_003,8440170,2029-03-14,0,1,,0,
468,PRODUCT_202100_001,8778390,2031-02-15,0,1,U-1543,0,2014-08-04
477,PRODUCT_202236_001,8163723,2023-08-29,0,0,U-81,0,2012-05-11
478,PRODUCT_202236_001,8163723,2023-08-29,0,0,U-707,0,2012-05-11
479,PRODUCT_202258_001,7772178,2027-11-11,0,1,U-1128,0,2011-06-10
485,PRODUCT_202278_001,8470853,2027-04-12,0,0,U-1328,0,2013-07-11
490,PRODUCT_202429_001,7863288,2029-06-20,1,1,,0,
491,PRODUCT_202429_001,7504509,2026-10-22,1,1,,0,
496,PRODUCT_205858_001,RE44599,2025-07-21,0,0,U-1558,0,2014-08-21
497,PRODUCT_202317_001,8501818,2026-03-07,0,1,,0,2013-09-13
498,PRODUCT_201635_003,8298580,2027-11-16,0,1,U-106,0,2013-08-22
499,PRODUCT_205382_001,8183257,2025-07-27,0,0,U-1476,0,2014-05-21
500,PRODUCT_205382_001,8201556,2029-02-05,0,1,,0,2014-05-21
501,PRODUCT_203108_001,7396341,2026-10-10,0,1,U-1547,0,2014-08-15
620,PRODUCT_020832_007,6729786,2023-03-14,0,1,,0,
623,PRODUCT_020832_002,6729786,2023-03-14,0,1,,0,
628,PRODUCT_019618_002,7645801,2027-07-24,1,1,,0,
629,PRODUCT_019627_002,8476010,2024-12-01,1,1,,0,2013-07-02
631,PRODUCT_019734_004,8455524,2027-04-18,0,0,U-1029,0,
632,PRODUCT_019734_002,8455524,2027-04-18,0,0,U-1029,0,2013-06-27
673,PRODUCT_020845_003,8282966,2029-06-30,0,0,U-1286,0,
674,PRODUCT_020845_003,8846112,2029-06-30,0,0,U-1286,0,2014-10-02
681,PRODUCT_020866_001,7888310,2023-07-25,0,0,U-1433,0,2011-12-16
682,PRODUCT_020866_001,8137994,2023-07-25,0,0,U-1433,0,2013-04-19
738,PRODUCT_021908_002,7795312,2024-09-17,0,0,U-1085,0,
741,PRODUCT_021908_001,8748481,2025-09-01,0,0,U-1520,0,2014-06-20
743,PRODUCT_021910_001,7300674,2023-03-04,0,1,U-785,0,
746,PRODUCT_021924_009,7723390,2024-03-14,0,1,,0,2010-05-27
747,PRODUCT_021924_002,7723390,2024-03-14,0,1,,0,2010-05-27
755,PRODUCT_021937_001,8716264,2024-01-13,0,1,U-257,0,2014-05-30
758,PRODUCT_018612_002,8323683,2028-04-30,0,0,,0,2013-01-03
761,PRODUCT_018708_001,7608616,2028-06-03,0,0,U-1012,0,
791,PRODUCT_019430_001,7794432,2025-09-11,0,1,,0,
803,PRODUCT_021947_002,8119158,2024-12-30,0,1,,0,2012-02-23
815,PRODUCT_021964_003,8247425,2030-12-31,0,0,U-1185,0,
820,PRODUCT_021976_006,7700645,2026-12-26,1,1,,0,
823,PRODUCT_021976_005,7700645,2026-12-26,1,1,,0,
829,PRODUCT_021976_002,8518987,2024-02-16,1,1,,0,2013-09-19
830,PRODUCT_021977_006,7671030,2023-02-24,0,1,U-727,0,
832,PRODUCT_021977_006,7713936,2023-02-24,0,0,U-727,0,
834,PRODUCT_021977_004,7659254,2023-02-24,0,0,U-1034,0,
835,PRODUCT_021977_004,7718619,2023-02-24,0,1,U-842,0,2012-03-06
836,PRODUCT_021977_003,7659253,2023-02-24,1,1,U-727,0,
838,PRODUCT_021977_002,7671030,2023-02-24,0,1,U-727,0,
840,PRODUCT_021977_002,7713936,2023-02-24,0,0,U-727,0,
841,PRODUCT_021977_001,7659254,2023-02-24,0,0,U-1034,0,
842,PRODUCT_021985_001,8617595,2026-02-19,0,1,,0,
844,PRODUCT_021986_006,7491725,2026-03-28,1,1,,0,
846,PRODUCT_021986_003,8680103,2025-02-04,0,1,,0,2014-04-14
849,PRODUCT_021991_001,7732490,2023-03-04,0,0,U-892,0,
850,PRODUCT_021991_001,7652069,2023-03-04,0,1,,0,
851,PRODUCT_021994_001,8388941,2027-09-20,0,1,,0,2013-03-08
862,PRODUCT_022012_004,7268156,2023-06-27,1,1,U-3,0,
864,PRODUCT_022012_001,7268156,2023-06-27,1,1,U-313,0,
866,PRODUCT_022012_001,8101209,2025-09-11,0,1,,0,2012-02-21
872,PRODUCT_022024_002,7959946,2026-07-31,0,1,,0,
873,PRODUCT_022024_002,8470368,2023-09-19,0,1,,0,
875,PRODUCT_022024_001,7785627,2026-07-31,0,1,,0,
876,PRODUCT_022030_002,8088398,2027-06-07,0,1,U-913,0,
878,PRODUCT_022036_002,7915307,2027-08-24,0,0,U-620,0,
883,PRODUCT_022044_002,8414921,2028-07-21,0,1,U-1036,0,
895,PRODUCT_022065_001,7312237,2024-08-21,0,0,U-965,0,
896,PRODUCT_022067_002,7799331,2028-10-11,0,1,U-1068,0,
897,PRODUCT_022067_002,7799331,2028-10-11,0,1,U-139,0,
899,PRODUCT_022068_001,8389537,2026-07-18,0,0,U-1374,0,2013-03-29
900,PRODUCT_022068_001,8163904,2028-08-23,1,1,,0,2012-05-10
914,PRODUCT_022088_001,8455539,2023-07-25,0,1,,0,2013-06-18
925,PRODUCT_022107_001,8618172,2028-07-13,0,1,,0,
926,PRODUCT_022108_001,7645802,2026-06-27,0,1,,0,
931,PRODUCT_022110_001,7531623,2027-01-01,1,0,,0,
932,PRODUCT_022115_004,8637512,2028-06-14,0,1,,0,2014-02-12
941,PRODUCT_021038_003,8242158,2032-01-04,0,1,,0,
942,PRODUCT_021038_002,8455527,2032-01-04,0,0,U-421,0,
946,PRODUCT_021060_003,8765680,2024-10-01,0,0,U-48,0,2014-07-02
1017,PRODUCT_021196_001,7668730,2024-06-16,0,0,U-1110,1,
1020,PRODUCT_021196_001,8772306,2033-03-15,0,0,U-1532,0,2014-07-09
1030,PRODUCT_021223_003,7932241,2028-02-05,0,1,,0,2011-06-30
1031,PRODUCT_021223_002,8324189,2025-05-29,0,0,U-53,0,2012-12-21
1067,PRODUCT_021301_011,7101569,2023-10-02,0,0,U-759,0,
1072,PRODUCT_021301_003,7101569,2023-10-02,0,0,U-759,0,
1090,PRODUCT_021318_001,7517334,2025-03-25,0,1,,0,2014-09-10
1117,PRODUCT_021361_001,8193196,2027-09-02,1,1,,0,2012-06-18
1118,PRODUCT_021361_001,8518949,2026-02-27,0,1,,0,2013-09-16
1119,PRODUCT_021361_001,7902206,2024-06-19,1,1,,0,2011-04-07
1127,PRODUCT_021372_001,8729094,2024-01-30,0,1,U-528,0,2014-05-21
1128,PRODUCT_021372_001,8518981,2024-01-30,0,1,,0,2013-09-03
1136,PRODUCT_021419_002,7691880,2024-10-07,0,1,,0,
1142,PRODUCT_021433_003,7832351,2023-06-19,0,1,,0,
1149,PRODUCT_021436_005,8017615,2024-06-16,0,1,,0,
1155,PRODUCT_021660_001,7758891,2026-02-21,0,0,U-1434,0,2013-10-02
1164,PRODUCT_021688_003,7829595,2026-09-22,0,1,U-1098,0,
1169,PRODUCT_021695_004,8026281,2025-04-22,0,0,U-1448,0,
1170,PRODUCT_021695_005,8026281,2025-04-22,0,0,U-1448,0,
1193,PRODUCT_021747_001,7896264,2025-05-26,0,1,,0,2011-11-02
1200,PRODUCT_021753_001,7838558,2023-03-12,0,1,,0,2010-11-30
1202,PRODUCT_021764_001,7265117,2025-08-19,0,1,,0,
1218,PRODUCT_021454_001,7320968,2025-01-18,0,0,U-843,0,
1219,PRODUCT_021454_001,7608610,2023-04-21,0,0,U-1009,0,
1222,PRODUCT_021468_004,7465465,2024-08-26,0,1,,0,
1238,PRODUCT_021528_001,8648107,2024-05-28,0,1,,0,2014-03-04
1239,PRODUCT_021529_002,8722037,2027-09-28,0,1,,0,2014-05-15
1282,PRODUCT_021641_002,7572834,2026-12-05,0,1,,0,
1288,PRODUCT_021660_001,7923536,2023-12-09,0,0,U-1290,0,2011-04-15
1313,PRODUCT_021829_005,8246979,2027-09-01,0,1,U-1273,0,
1314,PRODUCT_021829_005,8246980,2025-11-27,0,1,,0,
1317,PRODUCT_021829_002,8617591,2023-07-22,0,1,U-1474,0,2014-01-09
1318,PRODUCT_021829_001,8246979,2027-09-01,0,1,U-1272,0,2012-09-11
1323,PRODUCT_021862_001,7834059,2027-01-31,0,0,U-1095,0,2010-11-30
1327,PRODUCT_021875_005,7297346,2023-11-29,0,1,,0,
1329,PRODUCT_021875_001,7132570,2023-12-18,1,1,,0,
1337,PRODUCT_021880_005,7465800,2027-04-27,1,1,,0,2012-01-17
1355,PRODUCT_022184_001,8299118,2025-03-16,0,0,U-1295,0,2012-11-16
1356,PRODUCT_022184_001,8772338,2025-03-16,0,1,U-1528,0,2014-07-21
1358,PRODUCT_022202_001,8110606,2029-02-24,0,0,U-980,0,2012-02-13
1361,PRODUCT_022221_001,8759401,2026-07-24,0,1,U-1523,0,2014-06-30
1363,PRODUCT_022239_001,7776007,2026-11-22,0,1,,0,2011-03-04
1368,PRODUCT_022252_001,8153616,2028-01-30,0,0,U-1240,0,2012-05-09
1373,PRODUCT_022256_003,6602911,2023-01-14,0,0,U-882,0,
1374,PRODUCT_022256_002,6602911,2023-01-14,0,0,U-882,0,
1382,PRODUCT_022271_001,7807689,2028-06-27,1,1,U-1337,0,
1383,PRODUCT_022272_007,8808741,2027-08-24,0,0,U-1556,0,2014-08-19
1391,PRODUCT_022272_004,8808741,2027-08-24,0,0,U-1556,0,2014-08-19
1396,PRODUCT_022285_001,7858122,2028-09-17,0,1,,0,2011-01-07
1398,PRODUCT_022287_002,6664276,2023-01-30,1,1,U-1507,0,
1399,PRODUCT_022287_001,8784885,2023-10-15,0,1,U-1552,0,2014-08-19
1400,PRODUCT_022287_001,7790755,2026-08-02,0,1,,0,2010-09-29
1408,PRODUCT_022291_004,8071129,2027-08-01,0,1,U-1306,0,2011-12-21
1409,PRODUCT_022291_003,7795293,2023-05-21,0,0,U-1306,0,
1416,PRODUCT_022309_003,8759329,2026-10-12,0,1,,0,2014-07-09
1417,PRODUCT_022314_003,8101599,2023-05-16,0,1,,0,
1418,PRODUCT_022315_001,8034366,2023-01-09,0,1,U-1204,0,2011-12-23
1419,PRODUCT_022321_002,7815934,2027-12-12,0,1,,0,
1420,PRODUCT_022321_001,7815934,2027-12-12,0,1,,0,2010-10-19
1421,PRODUCT_022321_003,8158156,2027-06-19,0,0,U-1510,0,
1422,PRODUCT_022321_003,7682633,2027-06-19,0,0,U-1510,0,
1423,PRODUCT_022325_001,7635773,2029-03-13,0,1,,0,
1428,PRODUCT_022350_001,RE44186,2023-07-31,1,1,U-995,0,2013-05-24
1429,PRODUCT_022350_001,7951400,2028-11-30,0,1,,0,2011-06-29
1430,PRODUCT_022352_001,7906519,2029-02-17,0,0,U-1116,0,
1431,PRODUCT_022352_001,8093298,2028-10-06,0,0,U-1116,0,2012-01-13
1432,PRODUCT_022352_001,8097655,2028-10-06,0,0,U-1020,0,2012-01-27
1433,PRODUCT_022360_002,8501164,2029-06-14,0,1,,0,2013-09-05
1438,PRODUCT_022399_001,8686034,2025-01-24,0,0,U-1247,0,2014-04-28
1446,PRODUCT_022410_001,8603514,2024-04-03,0,1,U-1464,0,
1447,PRODUCT_022411_002,7829120,2027-03-27,0,1,U-796,0,
1450,PRODUCT_022421_005,7695734,2028-04-26,0,1,,0,
1451,PRODUCT_022421_004,8679533,2029-09-08,0,1,U-219,0,2014-03-25
1452,PRODUCT_022421_004,7695734,2028-04-26,0,1,,0,
1467,PRODUCT_022426_001,8173663,2025-03-15,0,0,U-1338,0,
1473,PRODUCT_022468_001,8299078,2025-05-31,0,0,U-1004,0,2012-12-19
1474,PRODUCT_022483_002,8222270,2029-12-11,0,0,U-68,0,2012-07-18
1485,PRODUCT_022527_001,8324283,2026-03-29,0,1,,0,2013-01-10
1492,PRODUCT_022545_003,8613949,2029-12-21,0,1,,0,
1499,PRODUCT_022574_001,8617597,2030-02-08,0,1,,0,2014-01-29
1508,PRODUCT_050808_007,8722650,2025-06-24,0,0,U-1078,0,
1509,PRODUCT_050808_006,7790705,2025-06-24,0,0,U-1078,0,
1510,PRODUCT_050808_005,8252776,2025-06-24,0,0,U-124,0,
1511,PRODUCT_050808_005,8268804,2025-06-24,0,0,U-1078,0,
1512,PRODUCT_050808_003,8252776,2025-06-24,0,0,U-124,0,
1513,PRODUCT_050808_001,8268804,2025-06-24,0,0,U-1078,0,2012-10-09
1515,PRODUCT_050819_001,8288434,2029-08-05,0,1,U-124,0,2012-10-19
1516,PRODUCT_050684_004,8133883,2023-04-14,0,1,U-282,0,
1517,PRODUCT_050684_003,8133883,2023-04-14,0,1,U-282,0,
1518,PRODUCT_050684_002,6900184,2023-04-14,0,1,U-282,0,
1519,PRODUCT_050684_001,6900184,2023-04-14,0,1,U-282,0,
1520,PRODUCT_050684_001,7915229,2023-04-14,0,1,,0,2011-04-22
1535,PRODUCT_201280_001,8119648,2023-08-12,0,0,U-1270,0,2012-03-20
1536,PRODUCT_201280_001,8119648,2023-08-12,0,0,U-774,0,2012-03-20
1542,PRODUCT_201655_004,8114383,2024-08-08,0,1,,0,
1543,PRODUCT_201655_004,7851482,2029-07-10,1,0,,0,
1544,PRODUCT_201655_003,8114383,2024-08-08,0,1,,0,
1545,PRODUCT_201655_002,8075872,2023-11-20,0,1,,0,
1546,PRODUCT_201688_001,7559325,2025-10-27,0,1,,0,2013-04-19
1547,PRODUCT_201699_001,7906489,2027-03-04,0,0,U-319,0,2011-08-29
1548,PRODUCT_201739_002,8206360,2027-02-27,0,1,,0,
1549,PRODUCT_201739_002,8226610,2029-04-10,0,1,,0,
1550,PRODUCT_201739_002,8021344,2029-11-02,0,1,,0,2013-07-26
1551,PRODUCT_201739_002,7731686,2026-06-01,0,1,,0,
1552,PRODUCT_201739_001,7918823,2024-11-23,0,1,,0,2013-02-22
1553,PRODUCT_201739_001,8231573,2028-11-25,0,1,,0,2012-08-21
1554,PRODUCT_201739_001,7731690,2025-01-15,0,1,,0,2013-02-22
1555,PRODUCT_201917_001,8431615,2028-05-30,0,0,U-1398,0,2013-05-29
1556,PRODUCT_201917_001,7820671,2025-02-25,1,1,,0,2011-06-20
1558,PRODUCT_201922_003,8268804,2025-06-24,0,0,U-124,0,
1559,PRODUCT_202008_001,7687052,2027-04-30,1,1,,0,2012-05-04
1560,PRODUCT_200045_005,8183295,2023-05-16,0,1,,0,
1567,PRODUCT_200533_005,8075872,2023-11-20,0,1,,0,
1568,PRODUCT_200533_003,8309060,2023-11-20,0,1,U-1178,0,
1570,PRODUCT_200533_002,8309060,2023-11-20,0,1,U-1276,0,
1571,PRODUCT_200533_002,8114383,2024-10-10,0,1,,1,
1572,PRODUCT_200533_002,8075872,2023-11-20,0,1,,0,
1574,PRODUCT_200603_003,8729085,2026-05-26,0,1,,0,2014-05-29
1576,PRODUCT_200678_002,RE44186,2023-07-31,1,1,U-1097,0,2013-05-24
1577,PRODUCT_200796_002,7157584,2025-05-22,1,0,,0,
1578,PRODUCT_200796_001,7157584,2025-05-22,1,0,,0,
1582,PRODUCT_205436_001,8426389,2030-12-31,1,1,U-282,0,2014-07-03
1588,PRODUCT_205065_001,7566714,2024-11-17,0,0,U-1589,0,2014-10-14
1589,PRODUCT_205065_001,7612073,2024-11-17,0,0,U-1010,0,2014-10-14
1590,PRODUCT_205787_001,7749194,2028-10-30,0,1,,0,2014-05-23
1591,PRODUCT_205787_001,8608698,2024-11-23,0,1,,0,2014-05-23
1592,PRODUCT_205755_001,8703787,2032-02-02,0,0,U-1179,0,2014-05-23
1593,PRODUCT_205755_001,8377921,2027-11-20,0,0,U-1179,0,2014-05-23
1594,PRODUCT_205755_001,7964592,2028-04-29,1,1,,0,2014-05-13
1595,PRODUCT_205388_001,8173707,2023-07-30,0,0,U-1518,0,2014-06-13
1596,PRODUCT_203567_001,8039494,2030-07-08,0,0,U-281,0,2014-06-20
1597,PRODUCT_205637_001,8147866,2027-07-23,0,1,U-1521,0,2014-06-20
1600,PRODUCT_202570_002,7858643,2029-10-08,1,1,,0,
1601,PRODUCT_202611_001,7982049,2023-11-04,0,1,,0,2012-07-30
1602,PRODUCT_202788_006,8486973,2030-04-27,0,0,U-55,0,2013-07-30
1603,PRODUCT_202788_006,8486972,2030-04-27,0,1,,0,2013-07-30
1604,PRODUCT_202788_007,8486973,2030-04-27,0,0,U-55,0,2013-07-30
1605,PRODUCT_202788_007,8835459,2027-01-25,0,1,,0,2014-09-24
1606,PRODUCT_202788_004,8835460,2027-01-25,0,1,U-55,0,2014-09-24
1607,PRODUCT_202788_003,8835459,2027-01-25,0,1,,0,2014-09-24
1608,PRODUCT_202788_002,8486972,2030-04-27,0,1,,0,2013-07-30
1609,PRODUCT_202788_001,8835459,2027-01-25,0,1,,0,2014-09-24
1610,PRODUCT_202799_008,7550433,2026-06-02,0,0,U-1238,0,
1611,PRODUCT_202799_007,7550433,2026-06-02,0,0,U-1238,0,
1612,PRODUCT_202799_003,7919461,2026-06-02,0,0,U-1238,0,
1613,PRODUCT_202799_003,7528104,2024-05-12,1,1,,0,
1614,PRODUCT_202799_001,7084245,2024-05-12,1,1,U-1238,0,2012-04-25
1615,PRODUCT_202799_001,7919461,2026-06-02,0,0,U-1238,0,2012-04-25
1616,PRODUCT_202810_003,8617600,2027-04-13,0,1,,0,
1617,PRODUCT_202811_001,8080526,2024-01-28,1,1,,0,2012-09-18
1621,PRODUCT_202971_002,8338427,2025-03-15,0,1,U-543,0,
1622,PRODUCT_202971_002,8722679,2024-10-19,0,1,,0,2014-06-09
1624,PRODUCT_202971_001,8338427,2025-03-15,0,1,U-543,0,
1625,PRODUCT_203045_002,7169780,2023-10-03,1,1,,0,
1627,PRODUCT_203100_001,8592397,2024-01-13,0,1,U-257,0,
1633,PRODUCT_203469_001,8114874,2027-01-24,1,1,,0,
1634,PRODUCT_204353_003,8785403,2024-07-30,0,1,,0,2014-09-04
1635,PRODUCT_204353_002,8513202,2027-12-03,1,1,U-493,0,2014-09-04
1636,PRODUCT_203752_002,8231906,2030-07-04,1,1,,0,
1639,PRODUCT_203922_001,8568793,2031-12-24,1,1,,0,2013-11-01
1650,PRODUCT_204114_003,8580304,2032-01-28,0,1,,0,2013-12-10
1654,PRODUCT_201292_003,RE43431,2026-01-13,1,0,,0,2013-08-01
1655,PRODUCT_201292_001,RE43431,2026-01-13,1,0,,0,2013-08-01
1656,PRODUCT_201292_002,8545884,2029-12-19,0,1,,0,2013-10-28
1659,PRODUCT_204824_002,8562564,2026-01-24,0,1,,0,2013-11-04
1661,PRODUCT_022247_001,7683051,2027-03-10,1,1,U-594,0,2013-10-31
1669,PRODUCT_204168_002,RE43879,2026-01-11,0,0,U-839,0,2013-08-15
1670,PRODUCT_204168_004,8481598,2031-03-02,0,0,U-839,0,2013-08-15
1671,PRODUCT_205776_009,8664231,2029-06-01,0,0,U-1442,0,2014-07-31
1673,PRODUCT_205437_003,8455536,2023-03-19,0,0,U-1505,0,2014-04-15
1674,PRODUCT_205437_001,7893101,2023-12-09,1,1,,0,2014-04-15
1676,PRODUCT_205552_001,8703780,2026-12-28,0,0,U-1491,0,2014-05-13
1677,PRODUCT_205123_001,8349869,2026-07-28,1,1,U-1467,0,
1678,PRODUCT_203975_001,8746242,2030-10-11,0,1,,0,2014-06-26
1679,PRODUCT_203137_002,8236282,2024-05-21,1,1,,0,
1684,PRODUCT_204629_002,7713938,2027-04-15,1,1,,0,2014-08-15
1685,PRODUCT_205625_001,8113199,2027-10-23,0,1,,0,2014-08-28
1686,PRODUCT_202057_001,8399446,2030-02-09,0,0,U-1287,0,2013-04-17
