chembl_id,entity_type,entity_id,status,last_active
CHEMBL1002363,ASSAY,521909,ACTIVE,34.0
CHEMBL1002364,ASSAY,521910,ACTIVE,34.0
CHEMBL1002365,ASSAY,521911,ACTIVE,34.0
CHEMBL1002366,ASSAY,521912,ACTIVE,34.0
CHEMBL1002367,ASSAY,521913,ACTIVE,34.0
CHEMBL1002368,ASSAY,521914,ACTIVE,34.0
CHEMBL1002369,ASSAY,521915,ACTIVE,34.0
CHEMBL100237,COMPOUND,166128,ACTIVE,34.0
CHEMBL1002370,ASSAY,521916,ACTIVE,34.0
CHEMBL1002371,ASSAY,521917,ACTIVE,34.0
CHEMBL1002372,ASSAY,521918,ACTIVE,34.0
CHEMBL1002373,ASSAY,521919,ACTIVE,34.0
CHEMBL1002374,ASSAY,521920,ACTIVE,34.0
CHEMBL1002375,ASSAY,521921,ACTIVE,34.0
CHEMBL1002376,ASSAY,521922,ACTIVE,34.0
CHEMBL1002377,ASSAY,521923,ACTIVE,34.0
CHEMBL1002378,ASSAY,521924,ACTIVE,34.0
CHEMBL1002379,ASSAY,521925,ACTIVE,34.0
CHEMBL100238,COMPOUND,166109,INACTIVE,
CHEMBL1002380,ASSAY,521926,ACTIVE,34.0
CHEMBL1002381,ASSAY,521927,ACTIVE,34.0
CHEMBL1002382,ASSAY,521928,ACTIVE,34.0
CHEMBL1002383,ASSAY,521929,ACTIVE,34.0
CHEMBL1002384,ASSAY,521930,ACTIVE,34.0
CHEMBL1002385,ASSAY,521931,ACTIVE,34.0
CHEMBL1002386,ASSAY,521932,ACTIVE,34.0
CHEMBL1002387,ASSAY,521933,ACTIVE,34.0
CHEMBL1002388,ASSAY,521934,ACTIVE,34.0
CHEMBL1002389,ASSAY,521935,ACTIVE,34.0
CHEMBL100239,COMPOUND,162842,ACTIVE,34.0
CHEMBL1002390,ASSAY,521936,ACTIVE,34.0
CHEMBL1002391,ASSAY,521937,ACTIVE,34.0
CHEMBL1002392,ASSAY,521938,ACTIVE,34.0
CHEMBL1002393,ASSAY,521939,ACTIVE,34.0
CHEMBL1002394,ASSAY,521940,ACTIVE,34.0
CHEMBL1002395,ASSAY,521941,ACTIVE,34.0
CHEMBL1002396,ASSAY,521942,ACTIVE,34.0
CHEMBL1002397,ASSAY,521943,ACTIVE,34.0
CHEMBL1002398,ASSAY,521944,ACTIVE,34.0
CHEMBL1002399,ASSAY,521945,ACTIVE,34.0
CHEMBL10024,COMPOUND,6030,ACTIVE,34.0
CHEMBL100240,COMPOUND,164696,ACTIVE,34.0
CHEMBL1002400,ASSAY,521946,ACTIVE,34.0
CHEMBL1002401,ASSAY,521947,ACTIVE,34.0
CHEMBL1002402,ASSAY,521948,ACTIVE,34.0
CHEMBL1002403,ASSAY,521949,ACTIVE,34.0
CHEMBL1002404,ASSAY,521950,ACTIVE,34.0
CHEMBL1002405,ASSAY,521951,ACTIVE,34.0
CHEMBL1002406,ASSAY,521952,ACTIVE,34.0
CHEMBL1002407,ASSAY,521953,ACTIVE,34.0
CHEMBL1002408,ASSAY,521954,ACTIVE,34.0
CHEMBL1002409,ASSAY,521955,ACTIVE,34.0
CHEMBL100241,COMPOUND,163961,ACTIVE,34.0
CHEMBL1002410,ASSAY,521956,ACTIVE,34.0
CHEMBL1002411,ASSAY,521957,ACTIVE,34.0
CHEMBL1002412,ASSAY,521958,ACTIVE,34.0
CHEMBL1002413,ASSAY,521959,ACTIVE,34.0
CHEMBL1002414,ASSAY,521960,ACTIVE,34.0
CHEMBL1002415,ASSAY,521961,ACTIVE,34.0
CHEMBL1002416,ASSAY,521962,ACTIVE,34.0
CHEMBL1002417,ASSAY,521963,ACTIVE,34.0
CHEMBL1002418,ASSAY,521964,ACTIVE,34.0
CHEMBL1002419,ASSAY,521965,ACTIVE,34.0
CHEMBL100242,COMPOUND,163962,ACTIVE,34.0
CHEMBL1002420,ASSAY,521966,ACTIVE,34.0
CHEMBL1002421,ASSAY,521967,ACTIVE,34.0
CHEMBL1002422,ASSAY,523962,ACTIVE,34.0
CHEMBL1002423,ASSAY,523963,ACTIVE,34.0
CHEMBL1002424,ASSAY,523964,ACTIVE,34.0
CHEMBL1002425,ASSAY,523965,ACTIVE,34.0
CHEMBL1002426,ASSAY,522292,ACTIVE,34.0
CHEMBL1002427,ASSAY,522293,ACTIVE,34.0
CHEMBL1002428,ASSAY,522294,ACTIVE,34.0
CHEMBL1002429,ASSAY,522295,ACTIVE,34.0
CHEMBL100243,COMPOUND,164367,ACTIVE,34.0
CHEMBL1002430,ASSAY,522296,ACTIVE,34.0
CHEMBL1002431,ASSAY,522297,ACTIVE,34.0
CHEMBL1002432,ASSAY,522298,ACTIVE,34.0
CHEMBL1002433,ASSAY,522299,ACTIVE,34.0
CHEMBL1002434,ASSAY,522300,ACTIVE,34.0
CHEMBL1002435,ASSAY,522301,ACTIVE,34.0
CHEMBL1002436,ASSAY,522302,ACTIVE,34.0
CHEMBL1002437,ASSAY,522303,ACTIVE,34.0
CHEMBL1002438,ASSAY,522304,ACTIVE,34.0
CHEMBL1002439,ASSAY,522305,ACTIVE,34.0
CHEMBL100244,COMPOUND,166901,ACTIVE,34.0
CHEMBL1002440,ASSAY,522306,ACTIVE,34.0
CHEMBL1002441,ASSAY,522307,ACTIVE,34.0
CHEMBL1002442,ASSAY,522308,ACTIVE,34.0
CHEMBL1002443,ASSAY,522309,ACTIVE,34.0
CHEMBL1002444,ASSAY,522310,ACTIVE,34.0
CHEMBL1002445,ASSAY,522311,ACTIVE,34.0
CHEMBL1002446,ASSAY,522312,ACTIVE,34.0
CHEMBL1002447,ASSAY,522313,ACTIVE,34.0
CHEMBL1002448,ASSAY,522314,ACTIVE,34.0
CHEMBL1002449,ASSAY,522315,ACTIVE,34.0
CHEMBL100245,COMPOUND,165962,ACTIVE,34.0
CHEMBL1002450,ASSAY,522316,ACTIVE,34.0
CHEMBL1002451,ASSAY,522317,ACTIVE,34.0
CHEMBL1002452,ASSAY,522318,ACTIVE,34.0
CHEMBL1002453,ASSAY,522319,ACTIVE,34.0
CHEMBL1002454,ASSAY,522320,ACTIVE,34.0
CHEMBL1002455,ASSAY,522321,ACTIVE,34.0
CHEMBL1002456,ASSAY,522322,ACTIVE,34.0
CHEMBL1002457,ASSAY,522323,ACTIVE,34.0
CHEMBL1002458,ASSAY,522324,ACTIVE,34.0
CHEMBL1002459,ASSAY,522325,ACTIVE,34.0
CHEMBL100246,COMPOUND,160633,ACTIVE,34.0
CHEMBL1002460,ASSAY,522326,ACTIVE,34.0
CHEMBL1002461,ASSAY,522327,ACTIVE,34.0
CHEMBL1002462,ASSAY,522328,ACTIVE,34.0
CHEMBL1002463,ASSAY,522329,ACTIVE,34.0
CHEMBL1002464,ASSAY,522330,ACTIVE,34.0
CHEMBL1002465,ASSAY,522331,ACTIVE,34.0
CHEMBL1002466,ASSAY,522462,ACTIVE,34.0
CHEMBL1002467,ASSAY,522463,ACTIVE,34.0
CHEMBL1002468,ASSAY,522464,ACTIVE,34.0
CHEMBL1002469,ASSAY,522465,ACTIVE,34.0
CHEMBL100247,COMPOUND,165623,ACTIVE,34.0
CHEMBL1002470,ASSAY,522466,ACTIVE,34.0
CHEMBL1002471,ASSAY,522467,ACTIVE,34.0
CHEMBL1002472,ASSAY,522468,ACTIVE,34.0
CHEMBL1002473,ASSAY,522469,ACTIVE,34.0
CHEMBL1002474,ASSAY,522470,ACTIVE,34.0
CHEMBL1002475,ASSAY,522471,ACTIVE,34.0
CHEMBL1002476,ASSAY,522472,ACTIVE,34.0
CHEMBL1002477,ASSAY,522473,ACTIVE,34.0
CHEMBL1002478,ASSAY,522474,ACTIVE,34.0
CHEMBL1002479,ASSAY,522475,ACTIVE,34.0
CHEMBL100248,COMPOUND,165166,ACTIVE,34.0
CHEMBL1002480,ASSAY,522476,ACTIVE,34.0
CHEMBL1002481,ASSAY,522477,ACTIVE,34.0
CHEMBL1002482,ASSAY,522478,ACTIVE,34.0
CHEMBL1002483,ASSAY,522479,ACTIVE,34.0
CHEMBL1002484,ASSAY,522480,ACTIVE,34.0
CHEMBL1002485,ASSAY,522481,ACTIVE,34.0
CHEMBL1002486,ASSAY,522482,ACTIVE,34.0
CHEMBL1002487,ASSAY,522483,ACTIVE,34.0
CHEMBL1002488,ASSAY,522484,ACTIVE,34.0
CHEMBL1002489,ASSAY,522485,ACTIVE,34.0
CHEMBL100249,COMPOUND,166910,ACTIVE,34.0
CHEMBL1002490,ASSAY,522822,ACTIVE,34.0
CHEMBL1002491,ASSAY,522823,ACTIVE,34.0
CHEMBL1002492,ASSAY,522824,ACTIVE,34.0
CHEMBL1002493,ASSAY,522825,ACTIVE,34.0
CHEMBL1002494,ASSAY,522826,ACTIVE,34.0
CHEMBL1002495,ASSAY,522827,ACTIVE,34.0
CHEMBL1002496,ASSAY,522828,ACTIVE,34.0
CHEMBL1002497,ASSAY,522829,ACTIVE,34.0
CHEMBL1002498,ASSAY,522830,ACTIVE,34.0
CHEMBL1002499,ASSAY,522831,ACTIVE,34.0
CHEMBL10025,COMPOUND,6031,ACTIVE,34.0
CHEMBL100250,COMPOUND,161527,ACTIVE,34.0
CHEMBL1002500,ASSAY,522832,ACTIVE,34.0
CHEMBL1002501,ASSAY,522833,ACTIVE,34.0
CHEMBL1002502,ASSAY,522834,ACTIVE,34.0
CHEMBL1002503,ASSAY,522835,ACTIVE,34.0
CHEMBL1002504,ASSAY,522836,ACTIVE,34.0
CHEMBL1002505,ASSAY,522837,ACTIVE,34.0
CHEMBL1002506,ASSAY,522838,ACTIVE,34.0
CHEMBL1002507,ASSAY,522839,ACTIVE,34.0
CHEMBL1002508,ASSAY,522840,ACTIVE,34.0
CHEMBL1002509,ASSAY,522841,ACTIVE,34.0
CHEMBL100251,COMPOUND,161624,ACTIVE,34.0
CHEMBL1002510,ASSAY,522842,ACTIVE,34.0
CHEMBL1002511,ASSAY,522843,ACTIVE,34.0
CHEMBL1002512,ASSAY,522844,ACTIVE,34.0
CHEMBL1002513,ASSAY,522845,ACTIVE,34.0
CHEMBL1002514,ASSAY,522846,ACTIVE,34.0
CHEMBL1002515,ASSAY,522847,ACTIVE,34.0
CHEMBL1002516,ASSAY,522848,ACTIVE,34.0
CHEMBL1002517,ASSAY,522849,ACTIVE,34.0
CHEMBL1002518,ASSAY,522850,ACTIVE,34.0
CHEMBL1002519,ASSAY,521730,ACTIVE,34.0
CHEMBL100252,COMPOUND,159139,ACTIVE,34.0
CHEMBL1002520,ASSAY,521209,ACTIVE,34.0
CHEMBL1002521,ASSAY,521210,ACTIVE,34.0
CHEMBL1002522,ASSAY,521211,ACTIVE,34.0
CHEMBL1002523,ASSAY,521212,ACTIVE,34.0
CHEMBL1002524,ASSAY,521213,ACTIVE,34.0
CHEMBL1002525,ASSAY,521214,ACTIVE,34.0
CHEMBL1002526,ASSAY,521215,ACTIVE,34.0
CHEMBL1002527,ASSAY,521216,ACTIVE,34.0
CHEMBL1002528,ASSAY,521217,ACTIVE,34.0
CHEMBL1002529,ASSAY,521218,ACTIVE,34.0
CHEMBL100253,COMPOUND,160514,ACTIVE,34.0
CHEMBL1002530,ASSAY,521219,ACTIVE,34.0
CHEMBL1002531,ASSAY,521220,ACTIVE,34.0
CHEMBL1002532,ASSAY,521221,ACTIVE,34.0
CHEMBL1002533,ASSAY,521222,ACTIVE,34.0
CHEMBL1002534,ASSAY,521223,ACTIVE,34.0
CHEMBL1002535,ASSAY,521224,ACTIVE,34.0
CHEMBL1002536,ASSAY,521225,ACTIVE,34.0
CHEMBL1002537,ASSAY,521226,ACTIVE,34.0
CHEMBL1002538,ASSAY,521227,ACTIVE,34.0
CHEMBL1002539,ASSAY,521228,ACTIVE,34.0
CHEMBL100254,COMPOUND,159709,INACTIVE,15.0
CHEMBL1002540,ASSAY,521229,ACTIVE,34.0
CHEMBL1002541,ASSAY,521230,ACTIVE,34.0
CHEMBL1002542,ASSAY,521231,ACTIVE,34.0
CHEMBL1002543,ASSAY,521232,ACTIVE,34.0
CHEMBL1002544,ASSAY,521233,ACTIVE,34.0
CHEMBL1002545,ASSAY,521234,ACTIVE,34.0
CHEMBL1002546,ASSAY,521235,ACTIVE,34.0
CHEMBL1002547,ASSAY,521236,ACTIVE,34.0
CHEMBL1002548,ASSAY,521237,ACTIVE,34.0
CHEMBL1002549,ASSAY,521238,ACTIVE,34.0
CHEMBL100255,COMPOUND,159030,ACTIVE,34.0
CHEMBL1002550,ASSAY,521239,ACTIVE,34.0
CHEMBL1002551,ASSAY,521240,ACTIVE,34.0
CHEMBL1002552,ASSAY,521241,ACTIVE,34.0
CHEMBL1002553,ASSAY,521242,ACTIVE,34.0
CHEMBL1002554,ASSAY,521243,ACTIVE,34.0
CHEMBL1002555,ASSAY,521244,ACTIVE,34.0
CHEMBL1002556,ASSAY,521245,ACTIVE,34.0
CHEMBL1002557,ASSAY,521246,ACTIVE,34.0
CHEMBL1002558,ASSAY,521247,ACTIVE,34.0
CHEMBL1002559,ASSAY,521248,ACTIVE,34.0
CHEMBL100256,COMPOUND,161928,ACTIVE,34.0
CHEMBL1002560,ASSAY,521249,ACTIVE,34.0
CHEMBL1002561,ASSAY,521250,ACTIVE,34.0
CHEMBL1002562,ASSAY,521251,ACTIVE,34.0
CHEMBL1002563,ASSAY,521252,ACTIVE,34.0
CHEMBL1002564,ASSAY,521253,ACTIVE,34.0
CHEMBL1002565,ASSAY,521254,ACTIVE,34.0
CHEMBL1002566,ASSAY,521255,ACTIVE,34.0
CHEMBL1002567,ASSAY,521208,ACTIVE,34.0
CHEMBL1002568,ASSAY,549977,ACTIVE,34.0
CHEMBL1002569,ASSAY,549978,ACTIVE,34.0
CHEMBL100257,COMPOUND,162130,ACTIVE,34.0
CHEMBL1002570,ASSAY,549979,ACTIVE,34.0
CHEMBL1002571,ASSAY,549980,ACTIVE,34.0
CHEMBL1002572,ASSAY,549981,ACTIVE,34.0
CHEMBL1002573,ASSAY,549982,ACTIVE,34.0
CHEMBL1002574,ASSAY,549983,ACTIVE,34.0
CHEMBL1002575,ASSAY,549984,ACTIVE,34.0
CHEMBL1002576,ASSAY,549985,ACTIVE,34.0
CHEMBL1002577,ASSAY,549986,ACTIVE,34.0
CHEMBL1002578,ASSAY,549987,ACTIVE,34.0
CHEMBL1002579,ASSAY,549988,ACTIVE,34.0
CHEMBL100258,COMPOUND,160073,ACTIVE,34.0
CHEMBL1002580,ASSAY,549989,ACTIVE,34.0
CHEMBL1002581,ASSAY,549990,ACTIVE,34.0
CHEMBL1002582,ASSAY,549991,ACTIVE,34.0
CHEMBL1002583,ASSAY,549992,ACTIVE,34.0
CHEMBL1002584,ASSAY,549993,ACTIVE,34.0
CHEMBL1002585,ASSAY,549994,ACTIVE,34.0
CHEMBL1002586,ASSAY,549995,ACTIVE,34.0
CHEMBL1002587,ASSAY,549996,ACTIVE,34.0
CHEMBL1002588,ASSAY,549997,ACTIVE,34.0
CHEMBL1002589,ASSAY,549998,ACTIVE,34.0
CHEMBL100259,COMPOUND,161181,ACTIVE,34.0
CHEMBL1002590,ASSAY,549999,ACTIVE,34.0
CHEMBL1002591,ASSAY,550000,ACTIVE,34.0
CHEMBL1002592,ASSAY,550001,ACTIVE,34.0
CHEMBL1002593,ASSAY,550002,ACTIVE,34.0
CHEMBL1002594,ASSAY,550003,ACTIVE,34.0
CHEMBL1002595,ASSAY,550004,ACTIVE,34.0
CHEMBL1002596,ASSAY,550005,ACTIVE,34.0
CHEMBL1002597,ASSAY,550006,ACTIVE,34.0
CHEMBL1002598,ASSAY,550007,ACTIVE,34.0
CHEMBL1002599,ASSAY,550008,ACTIVE,34.0
CHEMBL10026,COMPOUND,6398,ACTIVE,34.0
CHEMBL100260,COMPOUND,158474,ACTIVE,34.0
CHEMBL1002600,ASSAY,550009,ACTIVE,34.0
CHEMBL1002601,ASSAY,550010,ACTIVE,34.0
CHEMBL1002602,ASSAY,550011,ACTIVE,34.0
CHEMBL1002603,ASSAY,550012,ACTIVE,34.0
CHEMBL1002604,ASSAY,550013,ACTIVE,34.0
CHEMBL1002605,ASSAY,550014,ACTIVE,34.0
CHEMBL1002606,ASSAY,550015,ACTIVE,34.0
CHEMBL1002607,ASSAY,550016,ACTIVE,34.0
CHEMBL1002608,ASSAY,550017,ACTIVE,34.0
CHEMBL1002609,ASSAY,550018,ACTIVE,34.0
CHEMBL100261,COMPOUND,158475,ACTIVE,34.0
CHEMBL1002610,ASSAY,550019,ACTIVE,34.0
CHEMBL1002611,ASSAY,550020,ACTIVE,34.0
CHEMBL1002612,ASSAY,550021,ACTIVE,34.0
CHEMBL1002613,ASSAY,550022,ACTIVE,34.0
CHEMBL1002614,ASSAY,550023,ACTIVE,34.0
CHEMBL1002615,ASSAY,550024,ACTIVE,34.0
CHEMBL1002616,ASSAY,550025,ACTIVE,34.0
CHEMBL1002617,ASSAY,550026,ACTIVE,34.0
CHEMBL1002618,ASSAY,550027,ACTIVE,34.0
CHEMBL1002619,ASSAY,550028,ACTIVE,34.0
CHEMBL100262,COMPOUND,160797,ACTIVE,34.0
CHEMBL1002620,ASSAY,550029,ACTIVE,34.0
CHEMBL1002621,ASSAY,550030,ACTIVE,34.0
CHEMBL1002622,ASSAY,550031,ACTIVE,34.0
CHEMBL1002623,ASSAY,550032,ACTIVE,34.0
CHEMBL1002624,ASSAY,550033,ACTIVE,34.0
CHEMBL1002625,ASSAY,550034,ACTIVE,34.0
CHEMBL1002626,ASSAY,550035,ACTIVE,34.0
CHEMBL1002627,ASSAY,550036,ACTIVE,34.0
CHEMBL1002628,ASSAY,550037,ACTIVE,34.0
CHEMBL1002629,ASSAY,550038,ACTIVE,34.0
CHEMBL100263,COMPOUND,159821,ACTIVE,34.0
CHEMBL1002630,ASSAY,550039,ACTIVE,34.0
CHEMBL1002631,ASSAY,550040,ACTIVE,34.0
CHEMBL1002632,ASSAY,550041,ACTIVE,34.0
CHEMBL1002633,ASSAY,550042,ACTIVE,34.0
CHEMBL1002634,ASSAY,550043,ACTIVE,34.0
CHEMBL1002635,ASSAY,550044,ACTIVE,34.0
CHEMBL1002636,ASSAY,551984,ACTIVE,34.0
CHEMBL1002637,ASSAY,551985,ACTIVE,34.0
CHEMBL1002638,ASSAY,551986,ACTIVE,34.0
CHEMBL1002639,ASSAY,551987,ACTIVE,34.0
CHEMBL100264,COMPOUND,159704,ACTIVE,34.0
CHEMBL1002640,ASSAY,551988,ACTIVE,34.0
CHEMBL1002641,ASSAY,551989,ACTIVE,34.0
CHEMBL1002642,ASSAY,551990,ACTIVE,34.0
CHEMBL1002643,ASSAY,551991,ACTIVE,34.0
CHEMBL1002644,ASSAY,551992,ACTIVE,34.0
CHEMBL1002645,ASSAY,551993,ACTIVE,34.0
CHEMBL1002646,ASSAY,551994,ACTIVE,34.0
CHEMBL1002647,ASSAY,551995,ACTIVE,34.0
CHEMBL1002648,ASSAY,551996,ACTIVE,34.0
CHEMBL1002649,ASSAY,551997,ACTIVE,34.0
CHEMBL100265,COMPOUND,158994,ACTIVE,34.0
CHEMBL1002650,ASSAY,551998,ACTIVE,34.0
CHEMBL1002651,ASSAY,551999,ACTIVE,34.0
CHEMBL1002652,ASSAY,552000,ACTIVE,34.0
CHEMBL1002653,ASSAY,552001,ACTIVE,34.0
CHEMBL1002654,ASSAY,552002,ACTIVE,34.0
CHEMBL1002655,ASSAY,552003,ACTIVE,34.0
CHEMBL1002656,ASSAY,552004,ACTIVE,34.0
CHEMBL1002657,ASSAY,552005,ACTIVE,34.0
CHEMBL1002658,ASSAY,552006,ACTIVE,34.0
CHEMBL1002659,ASSAY,552007,ACTIVE,34.0
CHEMBL100266,COMPOUND,159911,ACTIVE,34.0
CHEMBL1002660,ASSAY,552008,ACTIVE,34.0
CHEMBL1002661,ASSAY,552009,ACTIVE,34.0
CHEMBL1002662,ASSAY,552010,ACTIVE,34.0
CHEMBL1002663,ASSAY,552011,ACTIVE,34.0
CHEMBL1002664,ASSAY,552012,ACTIVE,34.0
CHEMBL1002665,ASSAY,552013,ACTIVE,34.0
CHEMBL1002666,ASSAY,552014,ACTIVE,34.0
CHEMBL1002667,ASSAY,552015,ACTIVE,34.0
CHEMBL1002668,ASSAY,552016,ACTIVE,34.0
CHEMBL1002669,ASSAY,552017,ACTIVE,34.0
CHEMBL100267,COMPOUND,159526,ACTIVE,34.0
CHEMBL1002670,ASSAY,552018,ACTIVE,34.0
CHEMBL1002671,ASSAY,552019,ACTIVE,34.0
CHEMBL1002672,ASSAY,552020,ACTIVE,34.0
CHEMBL1002673,ASSAY,552021,ACTIVE,34.0
CHEMBL1002674,ASSAY,552022,ACTIVE,34.0
CHEMBL1002675,ASSAY,552023,ACTIVE,34.0
CHEMBL1002676,ASSAY,552024,ACTIVE,34.0
CHEMBL1002677,ASSAY,552025,ACTIVE,34.0
CHEMBL1002678,ASSAY,552026,ACTIVE,34.0
CHEMBL1002679,ASSAY,552027,ACTIVE,34.0
CHEMBL100268,COMPOUND,161421,ACTIVE,34.0
CHEMBL1002680,ASSAY,552028,ACTIVE,34.0
CHEMBL1002681,ASSAY,552029,ACTIVE,34.0
CHEMBL1002682,ASSAY,552030,ACTIVE,34.0
CHEMBL1002683,ASSAY,552031,ACTIVE,34.0
CHEMBL1002684,ASSAY,552032,ACTIVE,34.0
CHEMBL1002685,ASSAY,552033,ACTIVE,34.0
CHEMBL1002686,ASSAY,552034,ACTIVE,34.0
CHEMBL1002687,ASSAY,552035,ACTIVE,34.0
CHEMBL1002688,ASSAY,552036,ACTIVE,34.0
CHEMBL1002689,ASSAY,552037,ACTIVE,34.0
CHEMBL100269,COMPOUND,160809,ACTIVE,34.0
CHEMBL1002690,ASSAY,552038,ACTIVE,34.0
CHEMBL1002691,ASSAY,552039,ACTIVE,34.0
CHEMBL1002692,ASSAY,552040,ACTIVE,34.0
CHEMBL1002693,ASSAY,552041,ACTIVE,34.0
CHEMBL1002694,ASSAY,552042,ACTIVE,34.0
CHEMBL1002695,ASSAY,552043,ACTIVE,34.0
CHEMBL1002696,ASSAY,552044,ACTIVE,34.0
CHEMBL1002697,ASSAY,552045,ACTIVE,34.0
CHEMBL1002698,ASSAY,550400,ACTIVE,34.0
CHEMBL1002699,ASSAY,550401,ACTIVE,34.0
CHEMBL10027,COMPOUND,6624,ACTIVE,34.0
CHEMBL100270,COMPOUND,160787,ACTIVE,34.0
CHEMBL1002700,ASSAY,550402,ACTIVE,34.0
CHEMBL1002701,ASSAY,550403,ACTIVE,34.0
CHEMBL1002702,ASSAY,550404,ACTIVE,34.0
CHEMBL1002703,ASSAY,550405,ACTIVE,34.0
CHEMBL1002704,ASSAY,550406,ACTIVE,34.0
CHEMBL1002705,ASSAY,552445,ACTIVE,34.0
CHEMBL1002706,ASSAY,552446,ACTIVE,34.0
CHEMBL1002707,ASSAY,552447,ACTIVE,34.0
CHEMBL1002708,ASSAY,552448,ACTIVE,34.0
CHEMBL1002709,ASSAY,552449,ACTIVE,34.0
CHEMBL100271,COMPOUND,160473,ACTIVE,34.0
CHEMBL1002710,ASSAY,552450,ACTIVE,34.0
CHEMBL1002711,ASSAY,552451,ACTIVE,34.0
CHEMBL1002712,ASSAY,552452,ACTIVE,34.0
CHEMBL1002713,ASSAY,552453,ACTIVE,34.0
CHEMBL1002714,ASSAY,552454,ACTIVE,34.0
CHEMBL1002715,ASSAY,552455,ACTIVE,34.0
CHEMBL1002716,ASSAY,552456,ACTIVE,34.0
CHEMBL1002717,ASSAY,552457,ACTIVE,34.0
CHEMBL1002718,ASSAY,552458,ACTIVE,34.0
CHEMBL1002719,ASSAY,552459,ACTIVE,34.0
CHEMBL100272,COMPOUND,159809,ACTIVE,34.0
CHEMBL1002720,ASSAY,552460,ACTIVE,34.0
CHEMBL1002721,ASSAY,552461,ACTIVE,34.0
CHEMBL1002722,ASSAY,552462,ACTIVE,34.0
CHEMBL1002723,ASSAY,552463,ACTIVE,34.0
CHEMBL1002724,ASSAY,552464,ACTIVE,34.0
CHEMBL1002725,ASSAY,550630,ACTIVE,34.0
CHEMBL1002726,ASSAY,550631,ACTIVE,34.0
CHEMBL1002727,ASSAY,550632,ACTIVE,34.0
CHEMBL1002728,ASSAY,550633,ACTIVE,34.0
CHEMBL1002729,ASSAY,550634,ACTIVE,34.0
CHEMBL100273,COMPOUND,159810,ACTIVE,34.0
CHEMBL1002730,ASSAY,550635,ACTIVE,34.0
CHEMBL1002731,ASSAY,550636,ACTIVE,34.0
CHEMBL1002732,ASSAY,550637,ACTIVE,34.0
CHEMBL1002733,ASSAY,550638,ACTIVE,34.0
CHEMBL1002734,ASSAY,550639,ACTIVE,34.0
CHEMBL1002735,ASSAY,550640,ACTIVE,34.0
CHEMBL1002736,ASSAY,550641,ACTIVE,34.0
CHEMBL1002737,ASSAY,550642,ACTIVE,34.0
CHEMBL1002738,ASSAY,550643,ACTIVE,34.0
CHEMBL1002739,ASSAY,550644,ACTIVE,34.0
CHEMBL100274,COMPOUND,158375,INACTIVE,
CHEMBL1002740,ASSAY,550645,ACTIVE,34.0
CHEMBL1002741,ASSAY,550646,ACTIVE,34.0
CHEMBL1002742,ASSAY,550647,ACTIVE,34.0
CHEMBL1002743,ASSAY,550648,ACTIVE,34.0
CHEMBL1002744,ASSAY,550649,ACTIVE,34.0
CHEMBL1002745,ASSAY,550650,ACTIVE,34.0
CHEMBL1002746,ASSAY,550651,ACTIVE,34.0
CHEMBL1002747,ASSAY,550652,ACTIVE,34.0
CHEMBL1002748,ASSAY,550653,ACTIVE,34.0
CHEMBL1002749,ASSAY,550654,ACTIVE,34.0
CHEMBL100275,COMPOUND,158376,INACTIVE,
CHEMBL1002750,ASSAY,550655,ACTIVE,34.0
CHEMBL1002751,ASSAY,550656,ACTIVE,34.0
CHEMBL1002752,ASSAY,550657,ACTIVE,34.0
CHEMBL1002753,ASSAY,550658,ACTIVE,34.0
CHEMBL1002754,ASSAY,550659,ACTIVE,34.0
CHEMBL1002755,ASSAY,550660,ACTIVE,34.0
CHEMBL1002756,ASSAY,550661,ACTIVE,34.0
CHEMBL1002757,ASSAY,550662,ACTIVE,34.0
CHEMBL1002758,ASSAY,550663,ACTIVE,34.0
CHEMBL1002759,ASSAY,550664,ACTIVE,34.0
CHEMBL100276,COMPOUND,164473,ACTIVE,34.0
CHEMBL1002760,ASSAY,550665,ACTIVE,34.0
CHEMBL1002761,ASSAY,550666,ACTIVE,34.0
CHEMBL1002762,ASSAY,550667,ACTIVE,34.0
CHEMBL1002763,ASSAY,550668,ACTIVE,34.0
CHEMBL1002764,ASSAY,550669,ACTIVE,34.0
CHEMBL1002765,ASSAY,550670,ACTIVE,34.0
CHEMBL1002766,ASSAY,550671,ACTIVE,34.0
CHEMBL1002767,ASSAY,550672,ACTIVE,34.0
CHEMBL1002768,ASSAY,550673,ACTIVE,34.0
CHEMBL1002769,ASSAY,550674,ACTIVE,34.0
CHEMBL100277,COMPOUND,165597,ACTIVE,34.0
CHEMBL1002770,ASSAY,550675,ACTIVE,34.0
CHEMBL1002771,ASSAY,550676,ACTIVE,34.0
CHEMBL1002772,ASSAY,550677,ACTIVE,34.0
CHEMBL1002773,ASSAY,550678,ACTIVE,34.0
CHEMBL1002774,ASSAY,484229,ACTIVE,34.0
CHEMBL1002775,ASSAY,484230,ACTIVE,34.0
CHEMBL1002776,ASSAY,484231,ACTIVE,34.0
CHEMBL1002777,ASSAY,484232,ACTIVE,34.0
CHEMBL1002778,ASSAY,484233,ACTIVE,34.0
CHEMBL1002779,ASSAY,484234,ACTIVE,34.0
CHEMBL100278,COMPOUND,165599,ACTIVE,34.0
CHEMBL1002780,ASSAY,484235,ACTIVE,34.0
CHEMBL1002781,ASSAY,484236,ACTIVE,34.0
CHEMBL1002782,ASSAY,484237,ACTIVE,34.0
